participant,task,task_explanation_group,explanation_type,has_causal_explanation,relevant_dim,irrelevant_dim,stripes_high,feet_high,feet_discrete_slider.response,feature_dimension,feature_importance,time,feature_relevance
270,predict,predict,,,stripes,feet,W,C,Yes,stripes,6.0,end,relevant
254,predict,predict,,,stripes,feet,W,C,Yes,stripes,-4.0,end,relevant
186,predict,predict,,,stripes,feet,W,F,Yes,stripes,-6.0,end,relevant
40,predict,predict,,,stripes,feet,E,F,Yes,stripes,6.0,end,relevant
266,predict,predict,,,stripes,feet,W,C,No,stripes,5.0,end,relevant
132,predict,predict,,,stripes,feet,E,C,Yes,stripes,4.0,end,relevant
245,predict,predict,,,feet,stripes,W,C,Yes,stripes,-2.0,end,irrelevant
62,predict,predict,,,stripes,feet,W,C,No,stripes,0.0,end,relevant
101,predict,predict,,,feet,stripes,W,C,Yes,stripes,0.0,end,irrelevant
256,predict,predict,,,stripes,feet,E,F,Yes,stripes,5.0,end,relevant
173,predict,predict,,,feet,stripes,E,C,Yes,stripes,3.0,end,irrelevant
201,predict,predict,,,feet,stripes,W,C,Yes,stripes,0.0,end,irrelevant
233,predict,predict,,,feet,stripes,E,C,Yes,stripes,7.0,end,irrelevant
283,predict,predict,,,feet,stripes,W,F,Yes,stripes,-4.0,end,irrelevant
24,predict,predict,,,stripes,feet,E,C,No,stripes,6.0,end,relevant
135,predict,predict,,,feet,stripes,E,F,Yes,stripes,1.0,end,irrelevant
91,predict,predict,,,feet,stripes,W,F,Yes,stripes,4.0,end,irrelevant
295,predict,predict,,,feet,stripes,W,F,No,stripes,3.0,end,irrelevant
257,predict,predict,,,feet,stripes,W,C,Yes,stripes,0.0,end,irrelevant
102,predict,predict,,,stripes,feet,W,F,Yes,stripes,0.0,end,relevant
22,predict,predict,,,stripes,feet,W,F,Yes,stripes,6.0,end,relevant
196,predict,predict,,,stripes,feet,E,F,Yes,stripes,7.0,end,relevant
157,predict,predict,,,feet,stripes,W,C,Yes,stripes,-5.0,end,irrelevant
260,predict,predict,,,stripes,feet,E,C,No,stripes,0.0,end,relevant
216,predict,predict,,,stripes,feet,E,F,No,stripes,7.0,end,relevant
60,predict,predict,,,stripes,feet,E,C,No,stripes,6.0,end,relevant
207,predict,predict,,,feet,stripes,E,F,Yes,stripes,4.0,end,irrelevant
83,predict,predict,,,feet,stripes,E,F,Yes,stripes,-6.0,end,irrelevant
45,predict,predict,,,feet,stripes,E,C,Yes,stripes,4.0,end,irrelevant
47,predict,predict,,,feet,stripes,E,F,Yes,stripes,0.0,end,irrelevant
300,predict,predict,,,stripes,feet,E,F,Yes,stripes,6.0,end,relevant
71,predict,predict,,,feet,stripes,W,F,Yes,stripes,2.0,end,irrelevant
2,predict,predict,,,stripes,feet,W,C,No,stripes,-6.0,end,relevant
154,predict,predict,,,stripes,feet,W,F,Yes,stripes,-4.0,end,relevant
159,predict,predict,,,feet,stripes,E,F,No,stripes,0.0,end,irrelevant
28,predict,predict,,,stripes,feet,E,F,Yes,stripes,-7.0,end,relevant
242,predict,predict,,,stripes,feet,W,C,Yes,stripes,2.0,end,relevant
248,predict,predict,,,stripes,feet,E,F,Yes,stripes,6.0,end,relevant
93,predict,predict,,,feet,stripes,W,C,Yes,stripes,0.0,end,irrelevant
148,predict,predict,,,stripes,feet,E,C,Yes,stripes,7.0,end,relevant
70,predict,predict,,,stripes,feet,W,F,Yes,stripes,7.0,end,relevant
126,predict,predict,,,stripes,feet,W,C,No,stripes,7.0,end,relevant
195,predict,predict,,,feet,stripes,E,F,Yes,stripes,-4.0,end,irrelevant
46,predict,predict,,,stripes,feet,W,C,No,stripes,7.0,end,relevant
33,predict,predict,,,feet,stripes,E,C,Yes,stripes,0.0,end,irrelevant
49,predict,predict,,,feet,stripes,E,C,Yes,stripes,0.0,end,irrelevant
258,predict,predict,,,stripes,feet,W,F,Yes,stripes,7.0,end,relevant
64,predict,predict,,,stripes,feet,E,F,Yes,stripes,5.0,end,relevant
68,predict,predict,,,stripes,feet,E,C,Yes,stripes,4.0,end,relevant
55,predict,predict,,,feet,stripes,W,F,Yes,stripes,1.0,end,irrelevant
192,predict,predict,,,stripes,feet,E,F,Yes,stripes,5.0,end,relevant
278,predict,predict,,,stripes,feet,W,C,No,stripes,6.0,end,relevant
156,predict,predict,,,stripes,feet,E,C,Yes,stripes,-7.0,end,relevant
253,predict,predict,,,feet,stripes,E,C,Yes,stripes,-6.0,end,irrelevant
225,predict,predict,,,feet,stripes,W,C,Yes,stripes,0.0,end,irrelevant
61,predict,predict,,,feet,stripes,W,C,Yes,stripes,3.0,end,irrelevant
115,predict,predict,,,feet,stripes,E,F,Yes,stripes,5.0,end,irrelevant
97,predict,predict,,,feet,stripes,E,C,Yes,stripes,6.0,end,irrelevant
79,predict,predict,,,feet,stripes,W,F,Yes,stripes,-4.0,end,irrelevant
198,predict,predict,,,stripes,feet,W,F,Yes,stripes,7.0,end,relevant
147,predict,predict,,,feet,stripes,W,F,Yes,stripes,-5.0,end,irrelevant
181,predict,predict,,,feet,stripes,W,C,Yes,stripes,3.0,end,irrelevant
133,predict,predict,,,feet,stripes,E,C,Yes,stripes,7.0,end,irrelevant
35,predict,predict,,,feet,stripes,E,F,Yes,stripes,4.0,end,irrelevant
175,predict,predict,,,feet,stripes,E,F,Yes,stripes,2.0,end,irrelevant
56,predict,predict,,,stripes,feet,E,C,Yes,stripes,7.0,end,relevant
239,predict,predict,,,feet,stripes,E,F,Yes,stripes,3.0,end,irrelevant
153,predict,predict,,,feet,stripes,W,C,Yes,stripes,4.0,end,irrelevant
142,predict,predict,,,stripes,feet,W,C,No,stripes,0.0,end,relevant
189,predict,predict,,,feet,stripes,W,C,No,stripes,0.0,end,irrelevant
165,predict,predict,,,feet,stripes,E,C,Yes,stripes,4.0,end,irrelevant
63,predict,predict,,,feet,stripes,W,F,Yes,stripes,4.0,end,irrelevant
158,predict,predict,,,stripes,feet,W,F,No,stripes,4.0,end,relevant
136,predict,predict,,,stripes,feet,E,F,Yes,stripes,6.0,end,relevant
143,predict,predict,,,feet,stripes,E,F,Yes,stripes,-5.0,end,irrelevant
41,predict,predict,,,feet,stripes,E,C,Yes,stripes,-2.0,end,irrelevant
222,predict,predict,,,stripes,feet,W,C,Yes,stripes,6.0,end,relevant
162,predict,predict,,,stripes,feet,W,C,No,stripes,5.0,end,relevant
169,predict,predict,,,feet,stripes,E,C,Yes,stripes,4.0,end,irrelevant
297,predict,predict,,,feet,stripes,W,C,Yes,stripes,0.0,end,irrelevant
32,predict,predict,,,stripes,feet,E,C,Yes,stripes,6.0,end,relevant
212,predict,predict,,,stripes,feet,E,F,Yes,stripes,7.0,end,relevant
262,predict,predict,,,stripes,feet,W,C,Yes,stripes,-3.0,end,relevant
23,predict,predict,,,feet,stripes,E,F,Yes,stripes,5.0,end,irrelevant
264,predict,predict,,,stripes,feet,E,F,No,stripes,-5.0,end,relevant
238,predict,predict,,,stripes,feet,W,C,No,stripes,7.0,end,relevant
267,predict,predict,,,feet,stripes,E,F,Yes,stripes,5.0,end,irrelevant
34,predict,predict,,,stripes,feet,W,F,Yes,stripes,0.0,end,relevant
164,predict,predict,,,stripes,feet,E,C,Yes,stripes,4.0,end,relevant
52,predict,predict,,,stripes,feet,E,C,No,stripes,0.0,end,relevant
218,predict,predict,,,stripes,feet,W,F,No,stripes,0.0,end,relevant
75,predict,predict,,,feet,stripes,W,F,Yes,stripes,3.0,end,irrelevant
208,predict,predict,,,stripes,feet,E,C,Yes,stripes,6.0,end,relevant
27,predict,predict,,,feet,stripes,E,F,Yes,stripes,5.0,end,irrelevant
3,predict,predict,,,feet,stripes,W,F,Yes,stripes,0.0,end,irrelevant
146,predict,predict,,,stripes,feet,W,F,Yes,stripes,4.0,end,relevant
30,predict,predict,,,stripes,feet,W,F,Yes,stripes,6.0,end,relevant
92,predict,predict,,,stripes,feet,E,C,Yes,stripes,6.0,end,relevant
220,predict,predict,,,stripes,feet,E,F,Yes,stripes,5.0,end,relevant
172,predict,predict,,,stripes,feet,E,C,Yes,stripes,6.0,end,relevant
31,predict,predict,,,feet,stripes,E,F,Yes,stripes,0.0,end,irrelevant
113,predict,predict,,,feet,stripes,E,C,Yes,stripes,0.0,end,irrelevant
273,predict,predict,,,feet,stripes,W,C,Yes,stripes,-6.0,end,irrelevant
88,predict,predict,,,stripes,feet,E,C,Yes,stripes,4.0,end,relevant
194,predict,predict,,,stripes,feet,W,F,Yes,stripes,6.0,end,relevant
105,predict,predict,,,feet,stripes,E,C,Yes,stripes,0.0,end,irrelevant
230,predict,predict,,,stripes,feet,W,F,Yes,stripes,5.0,end,relevant
50,predict,predict,,,stripes,feet,W,C,No,stripes,6.0,end,relevant
26,predict,predict,,,stripes,feet,W,C,No,stripes,6.0,end,relevant
166,predict,predict,,,stripes,feet,W,F,Yes,stripes,0.0,end,relevant
145,predict,predict,,,feet,stripes,E,C,Yes,stripes,0.0,end,irrelevant
206,predict,predict,,,stripes,feet,W,F,Yes,stripes,5.0,end,relevant
13,predict,predict,,,feet,stripes,E,C,Yes,stripes,5.0,end,irrelevant
116,predict,predict,,,stripes,feet,E,F,No,stripes,6.0,end,relevant
251,predict,predict,,,feet,stripes,E,F,No,stripes,2.0,end,irrelevant
100,predict,predict,,,stripes,feet,E,C,Yes,stripes,6.0,end,relevant
299,predict,predict,,,feet,stripes,E,F,Yes,stripes,0.0,end,irrelevant
199,predict,predict,,,feet,stripes,E,F,Yes,stripes,4.0,end,irrelevant
53,predict,predict,,,feet,stripes,W,C,No,stripes,0.0,end,irrelevant
152,predict,predict,,,stripes,feet,E,C,Yes,stripes,6.0,end,relevant
204,predict,predict,,,stripes,feet,E,C,Yes,stripes,6.0,end,relevant
185,predict,predict,,,feet,stripes,E,C,Yes,stripes,5.0,end,irrelevant
15,predict,predict,,,feet,stripes,E,F,Yes,stripes,4.0,end,irrelevant
174,predict,predict,,,stripes,feet,W,F,No,stripes,0.0,end,relevant
163,predict,predict,,,feet,stripes,W,F,Yes,stripes,0.0,end,irrelevant
122,predict,predict,,,stripes,feet,W,F,No,stripes,5.0,end,relevant
250,predict,predict,,,stripes,feet,W,C,Yes,stripes,7.0,end,relevant
193,predict,predict,,,feet,stripes,E,C,Yes,stripes,0.0,end,irrelevant
43,predict,predict,,,feet,stripes,E,F,Yes,stripes,-4.0,end,irrelevant
269,predict,predict,,,feet,stripes,W,C,Yes,stripes,-2.0,end,irrelevant
274,predict,predict,,,stripes,feet,W,F,Yes,stripes,6.0,end,relevant
57,predict,predict,,,feet,stripes,W,C,Yes,stripes,-5.0,end,irrelevant
67,predict,predict,,,feet,stripes,E,F,Yes,stripes,0.0,end,irrelevant
286,predict,predict,,,stripes,feet,W,F,No,stripes,5.0,end,relevant
246,predict,predict,,,stripes,feet,W,C,Yes,stripes,5.0,end,relevant
6,predict,predict,,,stripes,feet,W,F,Yes,stripes,5.0,end,relevant
134,predict,predict,,,stripes,feet,W,C,Yes,stripes,6.0,end,relevant
298,predict,predict,,,stripes,feet,W,C,Yes,stripes,6.0,end,relevant
82,predict,predict,,,stripes,feet,W,C,Yes,stripes,-2.0,end,relevant
276,predict,predict,,,stripes,feet,E,F,Yes,stripes,6.0,end,relevant
228,predict,predict,,,stripes,feet,E,C,Yes,stripes,6.0,end,relevant
229,predict,predict,,,feet,stripes,W,C,Yes,stripes,-3.0,end,irrelevant
291,predict,predict,,,feet,stripes,W,F,Yes,stripes,6.0,end,irrelevant
219,predict,predict,,,feet,stripes,E,F,No,stripes,0.0,end,irrelevant
125,predict,predict,,,feet,stripes,W,C,Yes,stripes,0.0,end,irrelevant
77,predict,predict,,,feet,stripes,W,C,Yes,stripes,-5.0,end,irrelevant
81,predict,predict,,,feet,stripes,W,C,Yes,stripes,2.0,end,irrelevant
44,predict,predict,,,stripes,feet,E,C,No,stripes,0.0,end,relevant
87,predict,predict,,,feet,stripes,W,F,Yes,stripes,2.0,end,irrelevant
292,predict,predict,,,stripes,feet,E,F,Yes,stripes,0.0,end,relevant
144,predict,predict,,,stripes,feet,E,F,Yes,stripes,4.0,end,relevant
149,predict,predict,,,feet,stripes,W,C,Yes,stripes,-5.0,end,irrelevant
237,predict,predict,,,feet,stripes,W,C,Yes,stripes,-4.0,end,irrelevant
171,predict,predict,,,feet,stripes,E,F,Yes,stripes,5.0,end,irrelevant
202,predict,predict,,,stripes,feet,W,C,No,stripes,0.0,end,relevant
179,predict,predict,,,feet,stripes,W,F,No,stripes,0.0,end,irrelevant
10,predict,predict,,,stripes,feet,W,C,Yes,stripes,5.0,end,relevant
261,predict,predict,,,feet,stripes,W,C,Yes,stripes,0.0,end,irrelevant
66,predict,predict,,,stripes,feet,W,C,Yes,stripes,5.0,end,relevant
139,predict,predict,,,feet,stripes,W,F,Yes,stripes,6.0,end,irrelevant
215,predict,predict,,,feet,stripes,W,F,Yes,stripes,-6.0,end,irrelevant
1,predict,predict,,,feet,stripes,E,C,Yes,stripes,0.0,end,irrelevant
84,predict,predict,,,stripes,feet,E,F,Yes,stripes,6.0,end,relevant
231,predict,predict,,,feet,stripes,E,F,Yes,stripes,0.0,end,irrelevant
244,predict,predict,,,stripes,feet,E,C,Yes,stripes,6.0,end,relevant
7,predict,predict,,,feet,stripes,W,F,Yes,stripes,-4.0,end,irrelevant
243,predict,predict,,,feet,stripes,W,F,No,stripes,0.0,end,irrelevant
14,predict,predict,,,stripes,feet,W,F,Yes,stripes,-5.0,end,relevant
255,predict,predict,,,feet,stripes,W,F,Yes,stripes,0.0,end,irrelevant
137,predict,predict,,,feet,stripes,W,C,Yes,stripes,4.0,end,irrelevant
98,predict,predict,,,stripes,feet,W,C,Yes,stripes,2.0,end,relevant
21,predict,predict,,,feet,stripes,E,C,Yes,stripes,0.0,end,irrelevant
271,predict,predict,,,feet,stripes,E,F,Yes,stripes,5.0,end,irrelevant
183,predict,predict,,,feet,stripes,W,F,No,stripes,4.0,end,irrelevant
280,predict,predict,,,stripes,feet,E,F,Yes,stripes,6.0,end,relevant
118,predict,predict,,,stripes,feet,W,F,Yes,stripes,6.0,end,relevant
155,predict,predict,,,feet,stripes,W,F,Yes,stripes,2.0,end,irrelevant
287,predict,predict,,,feet,stripes,E,F,Yes,stripes,-5.0,end,irrelevant
54,predict,predict,,,stripes,feet,W,F,No,stripes,6.0,end,relevant
65,predict,predict,,,feet,stripes,E,C,Yes,stripes,0.0,end,irrelevant
203,predict,predict,,,feet,stripes,W,F,Yes,stripes,-5.0,end,irrelevant
59,predict,predict,,,feet,stripes,W,F,No,stripes,0.0,end,irrelevant
103,predict,predict,,,feet,stripes,W,F,Yes,stripes,4.0,end,irrelevant
85,predict,predict,,,feet,stripes,W,C,Yes,stripes,-2.0,end,irrelevant
131,predict,predict,,,feet,stripes,W,F,No,stripes,6.0,end,irrelevant
170,predict,predict,,,stripes,feet,W,C,No,stripes,7.0,end,relevant
12,predict,predict,,,stripes,feet,E,F,Yes,stripes,-5.0,end,relevant
281,predict,predict,,,feet,stripes,E,C,Yes,stripes,0.0,end,irrelevant
227,predict,predict,,,feet,stripes,W,F,Yes,stripes,0.0,end,irrelevant
268,predict,predict,,,stripes,feet,E,C,No,stripes,5.0,end,relevant
296,predict,predict,,,stripes,feet,E,F,Yes,stripes,6.0,end,relevant
294,predict,predict,,,stripes,feet,W,F,Yes,stripes,-6.0,end,relevant
37,predict,predict,,,feet,stripes,E,C,Yes,stripes,6.0,end,irrelevant
124,predict,predict,,,stripes,feet,E,F,No,stripes,7.0,end,relevant
209,predict,predict,,,feet,stripes,W,C,Yes,stripes,0.0,end,irrelevant
123,predict,predict,,,feet,stripes,E,F,Yes,stripes,5.0,end,irrelevant
217,predict,predict,,,feet,stripes,W,C,Yes,stripes,-6.0,end,irrelevant
69,predict,predict,,,feet,stripes,E,C,Yes,stripes,5.0,end,irrelevant
226,predict,predict,,,stripes,feet,W,C,Yes,stripes,-3.0,end,relevant
72,predict,predict,,,stripes,feet,E,F,Yes,stripes,7.0,end,relevant
129,predict,predict,,,feet,stripes,E,C,Yes,stripes,0.0,end,irrelevant
48,predict,predict,,,stripes,feet,E,F,Yes,stripes,6.0,end,relevant
190,predict,predict,,,stripes,feet,W,C,No,stripes,6.0,end,relevant
236,predict,predict,,,stripes,feet,E,C,Yes,stripes,5.0,end,relevant
178,predict,predict,,,stripes,feet,W,F,Yes,stripes,6.0,end,relevant
16,predict,predict,,,stripes,feet,E,F,Yes,stripes,7.0,end,relevant
119,predict,predict,,,feet,stripes,E,F,Yes,stripes,4.0,end,irrelevant
107,predict,predict,,,feet,stripes,W,F,Yes,stripes,5.0,end,irrelevant
168,predict,predict,,,stripes,feet,E,C,Yes,stripes,7.0,end,relevant
73,predict,predict,,,feet,stripes,E,C,Yes,stripes,5.0,end,irrelevant
138,predict,predict,,,stripes,feet,W,C,Yes,stripes,5.0,end,relevant
214,predict,predict,,,stripes,feet,W,C,Yes,stripes,3.0,end,relevant
151,predict,predict,,,feet,stripes,W,F,Yes,stripes,0.0,end,irrelevant
99,predict,predict,,,feet,stripes,W,F,Yes,stripes,-6.0,end,irrelevant
187,predict,predict,,,feet,stripes,E,F,Yes,stripes,6.0,end,irrelevant
128,predict,predict,,,stripes,feet,E,F,Yes,stripes,6.0,end,relevant
58,predict,predict,,,stripes,feet,W,C,Yes,stripes,4.0,end,relevant
224,predict,predict,,,stripes,feet,E,C,No,stripes,4.0,end,relevant
140,predict,predict,,,stripes,feet,E,C,Yes,stripes,-4.0,end,relevant
232,predict,predict,,,stripes,feet,E,F,Yes,stripes,6.0,end,relevant
9,predict,predict,,,feet,stripes,W,C,No,stripes,0.0,end,irrelevant
4,predict,predict,,,stripes,feet,E,F,Yes,stripes,5.0,end,relevant
191,predict,predict,,,feet,stripes,E,F,Yes,stripes,5.0,end,irrelevant
80,predict,predict,,,stripes,feet,E,C,No,stripes,6.0,end,relevant
252,predict,predict,,,stripes,feet,E,F,Yes,stripes,5.0,end,relevant
141,predict,predict,,,feet,stripes,W,C,Yes,stripes,3.0,end,irrelevant
200,predict,predict,,,stripes,feet,E,F,Yes,stripes,-5.0,end,relevant
39,predict,predict,,,feet,stripes,W,F,Yes,stripes,0.0,end,irrelevant
17,predict,predict,,,feet,stripes,E,C,Yes,stripes,3.0,end,irrelevant
108,predict,predict,,,stripes,feet,E,C,No,stripes,-5.0,end,relevant
11,predict,predict,,,feet,stripes,W,F,Yes,stripes,4.0,end,irrelevant
121,predict,predict,,,feet,stripes,W,C,Yes,stripes,-2.0,end,irrelevant
188,predict,predict,,,stripes,feet,E,F,Yes,stripes,7.0,end,relevant
167,predict,predict,,,feet,stripes,W,F,Yes,stripes,0.0,end,irrelevant
150,predict,predict,,,stripes,feet,W,C,Yes,stripes,5.0,end,relevant
184,predict,predict,,,stripes,feet,E,F,Yes,stripes,-4.0,end,relevant
19,predict,predict,,,feet,stripes,E,F,Yes,stripes,4.0,end,irrelevant
38,predict,predict,,,stripes,feet,W,C,No,stripes,7.0,end,relevant
180,predict,predict,,,stripes,feet,E,F,Yes,stripes,6.0,end,relevant
89,predict,predict,,,feet,stripes,W,C,Yes,stripes,6.0,end,irrelevant
279,predict,predict,,,feet,stripes,E,F,Yes,stripes,0.0,end,irrelevant
95,predict,predict,,,feet,stripes,W,F,Yes,stripes,0.0,end,irrelevant
20,predict,predict,,,stripes,feet,E,C,Yes,stripes,2.0,end,relevant
117,predict,predict,,,feet,stripes,W,C,Yes,stripes,-3.0,end,irrelevant
160,predict,predict,,,stripes,feet,E,F,Yes,stripes,6.0,end,relevant
109,predict,predict,,,feet,stripes,W,C,Yes,stripes,6.0,end,irrelevant
234,predict,predict,,,stripes,feet,W,C,Yes,stripes,-7.0,end,relevant
176,predict,predict,,,stripes,feet,E,F,Yes,stripes,7.0,end,relevant
18,predict,predict,,,stripes,feet,W,F,Yes,stripes,3.0,end,relevant
210,predict,predict,,,stripes,feet,W,C,No,stripes,0.0,end,relevant
5,predict,predict,,,feet,stripes,W,C,Yes,stripes,-5.0,end,irrelevant
106,predict,predict,,,stripes,feet,W,C,Yes,stripes,5.0,end,relevant
127,predict,predict,,,feet,stripes,W,F,Yes,stripes,-5.0,end,irrelevant
120,predict,predict,,,stripes,feet,E,F,Yes,stripes,6.0,end,relevant
25,predict,predict,,,feet,stripes,W,C,Yes,stripes,-5.0,end,irrelevant
182,predict,predict,,,stripes,feet,W,F,No,stripes,5.0,end,relevant
205,predict,predict,,,feet,stripes,E,C,Yes,stripes,-7.0,end,irrelevant
96,predict,predict,,,stripes,feet,E,C,Yes,stripes,5.0,end,relevant
42,predict,predict,,,stripes,feet,W,C,No,stripes,0.0,end,relevant
259,predict,predict,,,feet,stripes,E,F,Yes,stripes,6.0,end,irrelevant
288,predict,predict,,,stripes,feet,E,F,No,stripes,6.0,end,relevant
247,predict,predict,,,feet,stripes,E,F,Yes,stripes,0.0,end,irrelevant
221,predict,predict,,,feet,stripes,W,C,Yes,stripes,-4.0,end,irrelevant
130,predict,predict,,,stripes,feet,W,C,No,stripes,3.0,end,relevant
241,predict,predict,,,feet,stripes,E,C,Yes,stripes,0.0,end,irrelevant
249,predict,predict,,,feet,stripes,E,C,Yes,stripes,-5.0,end,irrelevant
277,predict,predict,,,feet,stripes,E,C,Yes,stripes,-6.0,end,irrelevant
111,predict,predict,,,feet,stripes,E,F,Yes,stripes,-4.0,end,irrelevant
8,predict,predict,,,stripes,feet,E,F,No,stripes,7.0,end,relevant
290,predict,predict,,,stripes,feet,W,C,No,stripes,7.0,end,relevant
213,predict,predict,,,feet,stripes,E,C,Yes,stripes,0.0,end,irrelevant
223,predict,predict,,,feet,stripes,E,F,Yes,stripes,0.0,end,irrelevant
36,predict,predict,,,stripes,feet,E,F,Yes,stripes,7.0,end,relevant
112,predict,predict,,,stripes,feet,E,C,Yes,stripes,6.0,end,relevant
