participant,free_texts,feedback,fertility_score,trial_stop_time,testing_image_order,testing_responses,training_categories,training_feet,training_stripes,testing_categories,conditionOrder,training_image_order,attention_check,cogpro_predict,cogpro_explain,relevant_dim,irrelevant_dim,feet_high,stripes_low,stripes_high,feet_low,feet_discrete_slider.response,feet_direction_slider.response,feet_continuous_slider.response,feet_discrete_slider_mid.response,feet_direction_slider_mid.response,feet_continuous_slider_mid.response,stripes_discrete_slider.response,stripes_direction_slider.response,stripes_continuous_slider.response,stripes_discrete_slider_mid.response,stripes_direction_slider_mid.response,stripes_continuous_slider_mid.response
063,"[""This reptile has stripes that are spread consistently over its entire body. It looks extremely healthy. It doesn't look like it has any deformities and looks to be extremely alert."", 'This reptiles webbed feet do not look completely developed.', 'This reptile looks slightly smaller.', ""This reptile's webbed feet do not look completed developed. It also looks slightly smaller."", ""This reptile's webbed feet do not look fully developed. It's striped do not go as far up its head as the others, and it doesn't have as many."", ""This reptiles webbed feel aren't fully developed and it has a shorter tail."", 'This reptiles striped do not go up to its eyes.', 'It looks healthy and fully developed.', ""It has webbed feet. They don't look fully developed. The striped don't go up to the top of the eyes."", 'This reptile looks a little smaller.', ""It has webbed feet that don't look developed and its stipes don't cover its front legs."", ""Its tail looks shorter, it has webbed feet, and it's striped do not extend down the front legs."", 'This reptile looks a bit young.', ""This reptile's striped do no extend down it's front legs.""]",[],"[1.0, 10.0, 4.0, 9.0, 8.0, 6.0, 4.0, 6.0, 1.0, 10.0, 4.0, 2.0, 5.0, 3.0, 7.0, 4.0]",1461.6604,"['E_C', 'W_F', 'W_C', 'E_F']","[6.0, 3.0, 9.0, 2.0]","['low', 'high', 'low', 'high', 'high', 'high', 'low', 'low', 'low', 'high', 'low', 'high', 'high', 'low', 'high', 'low']","['C', 'F', 'C', 'F', 'F', 'F', 'C', 'C', 'C', 'F', 'C', 'F', 'F', 'C', 'F', 'C']","['W', 'W', 'E', 'E', 'W', 'E', 'E', 'W', 'E', 'W', 'W', 'E', 'E', 'W', 'W', 'E']","['low', 'high', 'low', 'high']",63,"['W_C', 'W_F', 'E_C', 'E_F', 'W_F', 'E_F', 'E_C', 'W_C', 'E_C', 'W_F', 'W_C', 'E_F', 'E_F', 'W_C', 'W_F', 'E_C']",1,7.0,7.0,feet,stripes,F,E,W,C,Yes, Curved/Pointy,7.0,Yes, Curved/Pointy,7.0,Yes,Up/Left,6.0,No,,
038,"['It produced three offspring that lived to adulthood.', 'It produced eight offspring that lived to adulthood.', 'Eight adult offspring.', 'Three adult offspring.', 'Nine adult offspring.', 'Three adult offspring.', 'Left angled lines. Three adult offspring.', 'Right leaning lines. Seven adult offspring.', 'Three adult offspring.', 'Ten adult offspring.', 'Eight adult offspring', 'Four adult offspring.', 'Seven adult offspring.', 'Six adult offspring.', 'Four adult offspring.', 'Seven adult offspring.']",[],"[3.0, 8.0, 8.0, 3.0, 9.0, 3.0, 3.0, 7.0, 3.0, 10.0, 8.0, 4.0, 7.0, 6.0, 4.0, 7.0]",878.3452,"['W_C', 'E_C', 'E_F', 'W_F']","[8.0, 4.0, 7.0, 6.0]","['low', 'high', 'high', 'low', 'high', 'low', 'low', 'high', 'low', 'high', 'high', 'low', 'low', 'high', 'high', 'low']","['F', 'F', 'C', 'C', 'C', 'C', 'F', 'F', 'F', 'C', 'F', 'C', 'C', 'C', 'F', 'F']","['E', 'W', 'W', 'E', 'W', 'E', 'E', 'W', 'E', 'W', 'W', 'E', 'E', 'W', 'W', 'E']","['high', 'low', 'low', 'high']",38,"['E_F', 'W_F', 'W_C', 'E_C', 'W_C', 'E_C', 'E_F', 'W_F', 'E_F', 'W_C', 'W_F', 'E_C', 'E_C', 'W_C', 'W_F', 'E_F']",1,1.0,1.0,stripes,feet,C,E,W,F,Yes,Webbed,6.0,No,,,Yes,Up/Left,6.0,Yes, Up/Right,7.0
060,"['stripes are angled up and to the left and webbed feet', 'stripes are angled to the left and has curly feet', 'stripes are angled to the right and have curly feet', 'stripes are angled to the right and has webbed feet', 'stripes are angled to the left and has curly feet', 'stripes are angled to the right and has curly feet', 'stripes are angled to the left and has webbed feet', 'stripes are angled to the right and has webbed feet', 'up-left stripes and curly feet', 'up-left stripes and webbed', 'up-right stripes and curly feet', 'up-right stripes and webbed feet', 'up-right stripes and curly feet', 'up-left stripes and webbed feet', 'up-right stripes and webbed feet', 'up-left stripes and curly feet']",['i tried to create a mental table of what each combination of factors added up to the fertility scale\xa0'],"[1.0, 4.0, 10.0, 8.0, 6.0, 6.0, 6.0, 6.0, 1.0, 3.0, 6.0, 7.0, 9.0, 1.0, 8.0, 4.0]",353.439,"['E_F', 'W_C', 'E_C', 'W_F']","[6.0, 4.0, 10.0, 3.0]","['low', 'low', 'high', 'high', 'low', 'high', 'low', 'high', 'low', 'low', 'high', 'high', 'high', 'low', 'high', 'low']","['F', 'C', 'C', 'F', 'C', 'C', 'F', 'F', 'C', 'F', 'C', 'F', 'C', 'F', 'F', 'C']","['W', 'W', 'E', 'E', 'W', 'E', 'W', 'E', 'W', 'W', 'E', 'E', 'E', 'W', 'E', 'W']","['high', 'low', 'high', 'low']",60,"['W_F', 'W_C', 'E_C', 'E_F', 'W_C', 'E_C', 'W_F', 'E_F', 'W_C', 'W_F', 'E_C', 'E_F', 'E_C', 'W_F', 'E_F', 'W_C']",1,5.0,5.0,stripes,feet,C,W,E,F,Yes, Curved/Pointy,3.0,Yes, Curved/Pointy,4.0,Yes, Up/Right,5.0,Yes, Up/Right,6.0
256,"['Based on the number of offspring it produced', 'This reptile produced more offspring', 'This reptile produced less offspring, his claws are less pointy', 'This one also has less pointy claws, but must have produced more off spring', 'This one looks the same as the last.\xa0 Less pointy claws but more offspring', 'This on has pointier claws, but less off spring', 'This is the same as the last one', 'This one has dull claws and produced less offspring', 'Pointy claws, right to left stripes', 'webbed claws, left to right stripes', 'right to left stripes have higher fertility scores', 'left to right stripes but pointier claws bring the score up', 'right to left stripes and pointy claws', 'left to right stripes and webbed feet', 'webbed feet and right to left stripes', 'left to right stripes and pointy claws']","['For the first few pictures it was hard to tell with no basis.\xa0 After awhile, it became more clear what affected the fertility scores.']","[5.0, 7.0, 3.0, 8.0, 8.0, 4.0, 4.0, 1.0, 5.0, 2.0, 6.0, 5.0, 5.0, 5.0, 8.0, 2.0]",395.3125,"['E_C', 'W_F', 'W_C', 'E_F']","[5.0, 5.0, 6.0, 8.0]","['low', 'high', 'low', 'high', 'high', 'low', 'high', 'low', 'high', 'low', 'high', 'low', 'high', 'low', 'high', 'low']","['C', 'C', 'F', 'F', 'F', 'C', 'C', 'F', 'C', 'F', 'F', 'C', 'C', 'F', 'F', 'C']","['W', 'E', 'W', 'E', 'E', 'W', 'E', 'W', 'E', 'W', 'E', 'W', 'E', 'W', 'E', 'W']","['high', 'low', 'low', 'high']",256,"['W_C', 'E_C', 'W_F', 'E_F', 'E_F', 'W_C', 'E_C', 'W_F', 'E_C', 'W_F', 'E_F', 'W_C', 'E_C', 'W_F', 'E_F', 'W_C']",1,7.0,7.0,stripes,feet,F,W,E,C,Yes,Webbed,4.0,No,,,Yes, Up/Right,4.0,Yes, Up/Right,5.0
184,"['stripes up and to the left', 'curled toes and stripes up and to the right', 'straight toes and stripes up and to the right', 'curled toes and stripes up and to the left', 'curled toes and stripes up and to the right', 'straight toes and stripes up and to the left', 'straight toes, stripes up and to the right.. lower than last one like this though', 'curled toes, stripes to the left', 'stripes to the left', 'webbed toes and stripes to the right', 'curled toes, stripes to the left', 'curled toes, stripes to the right', 'webbed toes, stripes to the left', 'this is a good combo - webbed toes + stripes to the right', 'curled toes drag this combo down, stripes to the right is a benefit', 'stripes are the same impact with curled toes']",[],"[5.0, 7.0, 10.0, 1.0, 9.0, 8.0, 5.0, 4.0, 2.0, 10.0, 1.0, 4.0, 2.0, 8.0, 3.0, 3.0]",380.897,"['E_C', 'E_F', 'W_F', 'W_C']","[5.0, 9.0, 6.0, 3.0]","['low', 'high', 'high', 'low', 'high', 'low', 'high', 'low', 'low', 'high', 'low', 'high', 'low', 'high', 'high', 'low']","['F', 'C', 'F', 'C', 'C', 'F', 'F', 'C', 'F', 'F', 'C', 'C', 'F', 'F', 'C', 'C']","['W', 'E', 'E', 'W', 'E', 'W', 'E', 'W', 'W', 'E', 'W', 'E', 'W', 'E', 'E', 'W']","['high', 'high', 'low', 'low']",184,"['W_F', 'E_C', 'E_F', 'W_C', 'E_C', 'W_F', 'E_F', 'W_C', 'W_F', 'E_F', 'W_C', 'E_C', 'W_F', 'E_F', 'E_C', 'W_C']",1,6.0,7.0,stripes,feet,F,W,E,C,Yes,Webbed,3.0,Yes,Webbed,6.0,Yes, Up/Right,6.0,Yes, Up/Right,6.0
023,"['The reptile received a low fertility score because it has stripes on the upper left portion of its body.', 'The reptile received a low fertility score because it has stripes on the upper left portion of its body.', 'The reptile received a high fertility score because it has stripes going from left to right.', 'The reptile has a high fertility score because of its stripe pattern.', 'The reptile has an average fertility score because its stripes are more diagonal.', 'The reptile received a higher fertility score because its stripes move from left to right and in a more vertical direction.', 'The reptile received a fairly high fertility score because its stripes lean to the right and are in a more vertical direction.', 'The reptile received a fairly high fertility score because it has curled feet.', 'This reptile received a high fertility score because it has webbed feet.', 'The reptile received a lower fertility score because of its curled feet.', 'The reptile received a higher fertility score because of its webbed feet.', 'The reptile received a very low fertility score because of its curled feet.', 'The reptile received a low score for its curled feet and stripe pattern.', 'The reptile received a higher score for its webbed feet.', 'The reptile received a higher score for its stripe pattern.', 'The reptile received an exceptionally high score for its webbed feet.']",[],"[1.0, 2.0, 10.0, 8.0, 6.0, 8.0, 7.0, 7.0, 8.0, 4.0, 7.0, 1.0, 2.0, 8.0, 7.0, 10.0]",935.2058,"['E_C', 'E_F', 'W_F', 'W_C']","[4.0, 10.0, 8.0, 2.0]","['low', 'low', 'high', 'high', 'high', 'high', 'low', 'low', 'high', 'low', 'high', 'low', 'low', 'high', 'low', 'high']","['C', 'C', 'F', 'F', 'F', 'F', 'C', 'C', 'F', 'C', 'F', 'C', 'C', 'F', 'C', 'F']","['W', 'E', 'W', 'E', 'W', 'E', 'E', 'W', 'W', 'E', 'E', 'W', 'W', 'W', 'E', 'E']","['low', 'high', 'high', 'low']",23,"['W_C', 'E_C', 'W_F', 'E_F', 'W_F', 'E_F', 'E_C', 'W_C', 'W_F', 'E_C', 'E_F', 'W_C', 'W_C', 'W_F', 'E_C', 'E_F']",1,7.0,6.0,feet,stripes,F,W,E,C,Yes,Webbed,6.0,Yes, Curved/Pointy,5.0,No,,,No,,
277,"['This reptile received this sore because the stripes\xa0are upward.\xa0', 'This reptile received this score because its stripes are downward.\xa0', 'It stripes are upward.\xa0', 'Its stripes are downward.\xa0', ""\xa0This reptile's stripes have nothing to do with his fertility.\xa0"", 'Its stripes are downward.\xa0', 'Its stripes are upward.\xa0', 'Its stripes are upward.\xa0', 'Its stripes are upward/right, and it has wider feet.', 'Its feet are open, not webbed.\xa0', 'Its stripes are upward/right, and it has webbed feet.\xa0', 'Its stripes are downward, and it has webbed feet.\xa0', 'Its feet are wider not webbed.\xa0', 'Its stripes are downward, and it has webbed feet.\xa0', 'Its stripes are upward/ right and it has wider feet.\xa0', 'Its feet are webbed.\xa0']",['Great survey'],"[7.0, 1.0, 10.0, 5.0, 7.0, 5.0, 8.0, 7.0, 10.0, 9.0, 8.0, 4.0, 6.0, 3.0, 7.0, 1.0]",1058.6199,"['W_C', 'E_F', 'W_F', 'E_C']","[8.0, 4.0, 5.0, 8.0]","['low', 'low', 'high', 'high', 'high', 'low', 'high', 'low', 'high', 'high', 'low', 'low', 'high', 'low', 'high', 'low']","['F', 'F', 'C', 'C', 'C', 'F', 'C', 'F', 'C', 'C', 'F', 'F', 'C', 'F', 'C', 'F']","['E', 'W', 'E', 'W', 'W', 'W', 'E', 'E', 'E', 'W', 'E', 'W', 'W', 'W', 'E', 'E']","['high', 'low', 'low', 'high']",277,"['E_F', 'W_F', 'E_C', 'W_C', 'W_C', 'W_F', 'E_C', 'E_F', 'E_C', 'W_C', 'E_F', 'W_F', 'W_C', 'W_F', 'E_C', 'E_F']",1,6.0,7.0,feet,stripes,C,W,E,F,Yes, Curved/Pointy,4.0,No,,,No,,,Yes, Up/Right,6.0
141,"['This reptile has webbed feet and stripes up and to the left. She is green and appears to be somewhat related to a frog.\xa0', 'This reptile has the same stripes up and to the left and webbed feet. It also resembles a frog. I am not sure why the fertility on this one is only a 2.', 'This reptile is green with stripes that move up and to the right. It resembles a frog and has more defined feet.\xa0', 'This reptile has webbed feet and stripes that move up and to the right. I feel as though the reptiles with the webbed feet tend to have lower fertility despite what stripes they have.', 'Again this reptile seems to have stripes that are up and slanted to the right with webbed feet.\xa0', 'This reptile has more defined feet and stripes that go upwards and to the right. I am more certain that reptiles with the more defined and less webbed feet are more fertile.', 'We have another reptile with stripes upwards and to the left with webbed feet and a low fertility score. The reptiles with webbed feet seem to have trouble with fertility no matter which way their stripes go but especially with stripes to the left.', 'This reptile has defined feet and stripes upwards to the left. A very good fertility score.', 'This reptile received a 5 due to his curved feet and the stripes going up and to the right.', 'This reptile had a slightly higher fertility rate than the previous one even though they both had curved feet but this one had stripes up and to the left.', 'Webbed feet tend to have a lower fertility score and combined with the slight right leaning stripes make this one very low.', 'Webbed feet with slight left stripes make it slightly more fertile at a score of 3.', 'Curved feet and stripes to the right with a score of 9 on the fertility scale makes me think the stripes have nothing at all to do with the fertility.\xa0', ""Webbed feet and stripes to the left on this reptile. I'm surprised it got a fertility score of 5."", ""Webbed feet and a slight right stripes on this reptile reinforce that it doesn't seem to matter on whether the stripes lean left or right."", 'Stripes leaning left and the curved feet give this one a fertility score of 9. It does seem like the stripes leaning to the left very slightly increase fertility but not by much.']",[],"[9.0, 2.0, 5.0, 2.0, 4.0, 7.0, 2.0, 8.0, 5.0, 6.0, 1.0, 3.0, 9.0, 5.0, 4.0, 9.0]",856.489,"['W_F', 'E_F', 'W_C', 'E_C']","[4.0, 2.0, 9.0, 8.0]","['high', 'low', 'high', 'low', 'low', 'high', 'low', 'high', 'high', 'high', 'low', 'low', 'high', 'low', 'low', 'high']","['C', 'F', 'C', 'F', 'F', 'C', 'F', 'C', 'C', 'C', 'F', 'F', 'C', 'F', 'F', 'C']","['W', 'W', 'E', 'E', 'E', 'E', 'W', 'W', 'E', 'W', 'E', 'W', 'E', 'W', 'E', 'W']","['low', 'low', 'high', 'high']",141,"['W_C', 'W_F', 'E_C', 'E_F', 'E_F', 'E_C', 'W_F', 'W_C', 'E_C', 'W_C', 'E_F', 'W_F', 'E_C', 'W_F', 'E_F', 'W_C']",1,6.0,7.0,feet,stripes,C,E,W,F,Yes, Curved/Pointy,7.0,Yes, Curved/Pointy,7.0,Yes,Up/Left,1.0,No,,
033,"[""The reptile's stripes keep it safe and healthy enough to give birth to a fair amount of offspring. Due to its webbed feet, it probably puts them near water to keep them safe."", ""This creature lives near water due to its webbed feet, which helps protect its young. However, it's stripes are not as effective for protection as the last one."", 'This creature has claws instead of webbing, so it protects its offspring on land, possibly around vegetation. The banding on its back might help it to hide in the vegetation.', 'As with the previous reptile, this one has clawed feet which implies it lives on land. Its stripes are pointed to the right instead of the left, which may help to conceal it among the plants in the area.', ""The reptile's webs imply it lives near water. Due to the low score, it is possible that its banding does not help to conceal it very well in this area."", 'This reptile has webbing like the last, but its banding goes in the opposite direction. It is possible that this pattern of stripes helps to conceal it a bit better than the other direction.', 'This creature has right facing stripes and claws to live around vegetation. This seems to be a good way to conceal the reptile around foliage.', 'This creature has claws to live near vegetation, but its bands point to the left instead of right. This implies that the direction of banding may not be as important as previously thought.', 'This creature has banding and pointy feet. This has so far helped these creatures to have reasonably high scores.', 'This one has right facing banding and pointy claws to live around the vegetation. So far, this is a strong combination.', 'This creature has left facing stripes and claws, but a low score. It is possible that outside factors may have influenced this one, as so far the pointy claw feet do quite well.', 'This creature has webbed feet and right facing banding, which seems to do a poor job of concealing the creature.', 'Once again, the right facing banding and webbed feet have led to a relatively low fertility score.', 'Webbed feet and stripes to the left on this one seem to be less helpful for survival than pointy feet.', 'This creature has pointy feet and right facing stripes, which generally seems to do very well.', 'This creature has left facing bands and pointy feet. Left facing bands seem to be a bit less reliable than right facing.']","['So I generally noticed that webbed feet led to lower ratings compared to pointy ones. This suggested to me that this was the most important trait. The direction of the bands seemed a bit less important, but I did start to see a general trend that right facing bands were a bit higher scoring. This might not be a major advantage, or even just a coincidence, but I did decide to improve its rating a bit.']","[4.0, 3.0, 6.0, 9.0, 2.0, 3.0, 9.0, 10.0, 6.0, 7.0, 3.0, 1.0, 4.0, 3.0, 10.0, 4.0]",630.734,"['W_C', 'E_C', 'E_F', 'W_F']","[7.0, 8.0, 4.0, 4.0]","['low', 'low', 'high', 'high', 'low', 'low', 'high', 'high', 'high', 'high', 'low', 'low', 'low', 'low', 'high', 'high']","['F', 'F', 'C', 'C', 'F', 'F', 'C', 'C', 'C', 'C', 'F', 'F', 'F', 'F', 'C', 'C']","['E', 'W', 'W', 'E', 'E', 'W', 'E', 'W', 'W', 'E', 'W', 'E', 'E', 'W', 'E', 'W']","['high', 'high', 'low', 'low']",33,"['E_F', 'W_F', 'W_C', 'E_C', 'E_F', 'W_F', 'E_C', 'W_C', 'W_C', 'E_C', 'W_F', 'E_F', 'E_F', 'W_F', 'E_C', 'W_C']",1,7.0,7.0,feet,stripes,C,W,E,F,Yes, Curved/Pointy,7.0,Yes, Curved/Pointy,5.0,Yes, Up/Right,3.0,No,,
213,"['Im not sure yet', 'Not sure yet.', 'still no clue', 'this test is not making any sense', 'You tell me', 'This reptile is lucky.', 'This reptile has stripes', 'The more stripes the more fertile', 'webbed toes and upright stripes', 'pointed toes', 'webbed toes upper stripes', 'webbed toes', 'upper stripes', 'lower stripes', 'upper stripes pointed toes', 'webbed toes and lower stipes']","['The beginning was confusing but after re-reading the instructions and after seeing the images, the directions clicked in as it should. :)']","[9.0, 9.0, 3.0, 6.0, 8.0, 10.0, 5.0, 5.0, 6.0, 6.0, 4.0, 4.0, 3.0, 5.0, 9.0, 1.0]",393.5567,"['E_C', 'E_F', 'W_C', 'W_F']","[10.0, 5.0, 5.0, 1.0]","['high', 'high', 'low', 'low', 'low', 'high', 'low', 'high', 'high', 'high', 'low', 'low', 'low', 'high', 'high', 'low']","['C', 'C', 'F', 'F', 'F', 'C', 'F', 'C', 'C', 'C', 'F', 'F', 'F', 'C', 'C', 'F']","['W', 'E', 'E', 'W', 'W', 'E', 'E', 'W', 'E', 'W', 'E', 'W', 'E', 'W', 'E', 'W']","['high', 'low', 'high', 'low']",213,"['W_C', 'E_C', 'E_F', 'W_F', 'W_F', 'E_C', 'E_F', 'W_C', 'E_C', 'W_C', 'E_F', 'W_F', 'E_F', 'W_C', 'E_C', 'W_F']",1,1.0,1.0,feet,stripes,C,W,E,F,Yes,Webbed,7.0,Yes,Webbed,4.0,Yes, Up/Right,7.0,Yes, Up/Right,4.0
233,"['The stripes go up to the right', 'The stripes go to the left', 'The feet are not webbed', 'The feet are webbed and stripes go to the right', 'The feet are not webbed', 'The feet are webbed', 'The feet are webbed and stripes to the right', 'The feet are not webbed', 'Webbed feet', 'stripes to the left', 'webbed and stripes to the left', 'pointy feet', 'pointy feet', 'webbed feet', 'pointy and stripes to the left', 'webbed and left stripes']",['Everything was clear. It was hard to determine whether stripes made a difference'],"[8.0, 6.0, 9.0, 5.0, 8.0, 1.0, 6.0, 8.0, 5.0, 5.0, 5.0, 8.0, 10.0, 5.0, 6.0, 1.0]",361.43,"['E_F', 'W_C', 'W_F', 'E_C']","[5.0, 8.0, 2.0, 9.0]","['high', 'low', 'high', 'low', 'high', 'low', 'low', 'high', 'low', 'high', 'low', 'high', 'high', 'low', 'high', 'low']","['C', 'F', 'C', 'F', 'C', 'F', 'F', 'C', 'F', 'C', 'F', 'C', 'C', 'F', 'C', 'F']","['E', 'W', 'W', 'E', 'E', 'W', 'E', 'W', 'E', 'W', 'W', 'E', 'E', 'E', 'W', 'W']","['low', 'high', 'low', 'high']",233,"['E_C', 'W_F', 'W_C', 'E_F', 'E_C', 'W_F', 'E_F', 'W_C', 'E_F', 'W_C', 'W_F', 'E_C', 'E_C', 'E_F', 'W_C', 'W_F']",1,7.0,7.0,feet,stripes,C,W,E,F,Yes, Curved/Pointy,6.0,Yes, Curved/Pointy,7.0,Yes, Up/Right,3.0,No,,
012,"['Webbed feet and stripes that go up and left.', 'non-webbed feet and stripes that go up and right', 'webbed feet and stripes that go up and right', 'non webbed feet and stripes that go up and left.', 'non webbed feet, stripes that go up and right', 'webbed feet and stripes that go up and left.', 'webbed feet and stripes that go up and right', 'non webbed feet and stripes that go up and left.', 'curved feet stripes up and right', 'curved feet stripes up and left', 'webbed feet stripes up left', 'webbed feet stripes up right', 'curved feet stripes up right', 'webbed feet stripes up right', 'curved feet stripes up left', 'webbed feet stripes up left']",[],"[7.0, 4.0, 5.0, 6.0, 8.0, 6.0, 9.0, 2.0, 9.0, 4.0, 5.0, 10.0, 8.0, 6.0, 5.0, 4.0]",367.0831,"['W_F', 'E_C', 'W_C', 'E_F']","[5.0, 9.0, 5.0, 7.0]","['low', 'high', 'high', 'low', 'high', 'low', 'high', 'low', 'high', 'low', 'low', 'high', 'high', 'high', 'low', 'low']","['F', 'C', 'F', 'C', 'C', 'F', 'F', 'C', 'C', 'C', 'F', 'F', 'C', 'F', 'C', 'F']","['W', 'E', 'E', 'W', 'E', 'W', 'E', 'W', 'E', 'W', 'W', 'E', 'E', 'E', 'W', 'W']","['low', 'high', 'low', 'high']",12,"['W_F', 'E_C', 'E_F', 'W_C', 'E_C', 'W_F', 'E_F', 'W_C', 'E_C', 'W_C', 'W_F', 'E_F', 'E_C', 'E_F', 'W_C', 'W_F']",1,5.0,6.0,stripes,feet,F,W,E,C,Yes, Curved/Pointy,5.0,Yes,Webbed,5.0,Yes, Up/Right,6.0,Yes, Up/Right,6.0
