participant,training_responses,fertility_score,error,feedback,trial_stop_time,testing_image_order,testing_responses,training_categories,training_feet,training_stripes,testing_categories,conditionOrder,training_image_order,attention_check,cogpro_predict,cogpro_explain,relevant_dim,irrelevant_dim,feet_high,stripes_low,stripes_high,feet_low,feet_discrete_slider.response,feet_direction_slider.response,feet_continuous_slider.response,feet_discrete_slider_mid.response,feet_direction_slider_mid.response,feet_continuous_slider_mid.response,stripes_discrete_slider.response,stripes_direction_slider.response,stripes_continuous_slider.response,stripes_discrete_slider_mid.response,stripes_direction_slider_mid.response,stripes_continuous_slider_mid.response
271,"[4.0, 5.0, 2.0, 10.0, 4.0, 8.0, 5.0, 3.0, 4.0, 10.0, 8.0, 3.0, 10.0, 7.0, 2.0, 7.0]","[10.0, 6.0, 3.0, 7.0, 7.0, 5.0, 4.0, 8.0, 4.0, 10.0, 7.0, 2.0, 5.0, 3.0, 6.0, 2.0]","[6.0, 1.0, 1.0, 3.0, 3.0, 3.0, 1.0, 5.0, 0.0, 0.0, 1.0, 1.0, 5.0, 4.0, 4.0, 5.0]",[],527.2538,"['E_F', 'W_F', 'E_C', 'W_C']","[7.0, 10.0, 3.0, 7.0]","['high', 'low', 'low', 'high', 'low', 'low', 'high', 'high', 'low', 'high', 'high', 'low', 'high', 'high', 'low', 'low']","['F', 'C', 'C', 'F', 'C', 'C', 'F', 'F', 'C', 'F', 'F', 'C', 'F', 'F', 'C', 'C']","['E', 'W', 'E', 'W', 'E', 'W', 'W', 'E', 'E', 'E', 'W', 'W', 'W', 'E', 'E', 'W']","['high', 'high', 'low', 'low']",271,"['E_F', 'W_C', 'E_C', 'W_F', 'E_C', 'W_C', 'W_F', 'E_F', 'E_C', 'E_F', 'W_F', 'W_C', 'W_F', 'E_F', 'E_C', 'W_C']",1,7.0,7.0,feet,stripes,F,W,E,C,Yes, Curved/Pointy,5.0,Yes, Curved/Pointy,5.0,Yes, Up/Right,5.0,No,,
183,"[5.0, 7.0, 8.0, 7.0, 7.0, 7.0, 3.0, 8.0, 8.0, 9.0, 7.0, 3.0, 9.0, 1.0, 7.0, 8.0]","[7.0, 8.0, 3.0, 7.0, 7.0, 9.0, 1.0, 8.0, 10.0, 3.0, 7.0, 1.0, 3.0, 1.0, 7.0, 7.0]","[2.0, 1.0, 5.0, 0.0, 0.0, 2.0, 2.0, 0.0, 2.0, 6.0, 0.0, 2.0, 6.0, 0.0, 0.0, 1.0]",[],952.7247,"['W_F', 'E_C', 'E_F', 'W_C']","[7.0, 1.0, 7.0, 3.0]","['low', 'high', 'low', 'high', 'high', 'low', 'low', 'high', 'high', 'low', 'high', 'low', 'low', 'low', 'high', 'high']","['C', 'F', 'C', 'F', 'F', 'C', 'C', 'F', 'F', 'C', 'F', 'C', 'C', 'C', 'F', 'F']","['W', 'E', 'E', 'W', 'W', 'W', 'E', 'E', 'E', 'W', 'W', 'E', 'W', 'E', 'W', 'E']","['high', 'low', 'high', 'low']",183,"['W_C', 'E_F', 'E_C', 'W_F', 'W_F', 'W_C', 'E_C', 'E_F', 'E_F', 'W_C', 'W_F', 'E_C', 'W_C', 'E_C', 'W_F', 'E_F']",1,7.0,5.0,feet,stripes,F,E,W,C,No,,,Yes, Curved/Pointy,6.0,Yes,Up/Left,4.0,Yes,Up/Left,6.0
280,"[7.0, 9.0, 10.0, 10.0, 3.0, 4.0, 7.0, 3.0, 10.0, 8.0, 2.0, 9.0, 3.0, 5.0, 9.0, 9.0]","[9.0, 2.0, 7.0, 4.0, 9.0, 3.0, 8.0, 7.0, 1.0, 7.0, 1.0, 4.0, 5.0, 4.0, 8.0, 3.0]","[2.0, 7.0, 3.0, 6.0, 6.0, 1.0, 1.0, 4.0, 9.0, 1.0, 1.0, 5.0, 2.0, 1.0, 1.0, 6.0]",[],428.8471,"['W_F', 'E_F', 'E_C', 'W_C']","[8.0, 6.0, 2.0, 4.0]","['high', 'low', 'high', 'low', 'high', 'low', 'high', 'low', 'low', 'high', 'low', 'high', 'high', 'low', 'high', 'low']","['F', 'F', 'C', 'C', 'F', 'C', 'C', 'F', 'C', 'F', 'F', 'C', 'C', 'C', 'F', 'F']","['E', 'W', 'E', 'W', 'E', 'W', 'E', 'W', 'W', 'E', 'W', 'E', 'E', 'W', 'E', 'W']","['low', 'high', 'high', 'low']",280,"['E_F', 'W_F', 'E_C', 'W_C', 'E_F', 'W_C', 'E_C', 'W_F', 'W_C', 'E_F', 'W_F', 'E_C', 'E_C', 'W_C', 'E_F', 'W_F']",1,7.0,7.0,stripes,feet,F,W,E,C,Yes,Webbed,6.0,Yes, Curved/Pointy,6.0,Yes, Up/Right,6.0,Yes, Up/Right,6.0
118,"[7.0, 8.0, 3.0, 6.0, 7.0, 3.0, 8.0, 4.0, 8.0, 8.0, 6.0, 7.0, 4.0, 3.0, 9.0, 7.0]","[9.0, 3.0, 10.0, 7.0, 1.0, 6.0, 2.0, 7.0, 3.0, 10.0, 7.0, 4.0, 6.0, 4.0, 10.0, 6.0]","[2.0, 5.0, 7.0, 1.0, 6.0, 3.0, 6.0, 3.0, 5.0, 2.0, 1.0, 3.0, 2.0, 1.0, 1.0, 1.0]",['i got confused idk'],407.804,"['W_C', 'W_F', 'E_C', 'E_F']","[7.0, 10.0, 1.0, 7.0]","['high', 'low', 'high', 'low', 'low', 'high', 'low', 'high', 'low', 'high', 'high', 'low', 'low', 'low', 'high', 'high']","['C', 'F', 'F', 'C', 'C', 'C', 'F', 'F', 'C', 'F', 'C', 'F', 'F', 'C', 'F', 'C']","['W', 'E', 'W', 'E', 'E', 'W', 'E', 'W', 'E', 'W', 'W', 'E', 'E', 'E', 'W', 'W']","['high', 'high', 'low', 'low']",118,"['W_C', 'E_F', 'W_F', 'E_C', 'E_C', 'W_C', 'E_F', 'W_F', 'E_C', 'W_F', 'W_C', 'E_F', 'E_F', 'E_C', 'W_F', 'W_C']",1,7.0,7.0,stripes,feet,F,E,W,C,Yes,Webbed,3.0,Yes, Curved/Pointy,4.0,Yes,Up/Left,6.0,Yes, Up/Right,5.0
155,"[5.0, 4.0, 7.0, 8.0, 8.0, 3.0, 4.0, 7.0, 8.0, 2.0, 7.0, 3.0, 8.0, 3.0, 2.0, 9.0]","[10.0, 3.0, 4.0, 7.0, 9.0, 6.0, 5.0, 10.0, 8.0, 4.0, 8.0, 4.0, 9.0, 5.0, 1.0, 6.0]","[5.0, 1.0, 3.0, 1.0, 1.0, 3.0, 1.0, 3.0, 0.0, 2.0, 1.0, 1.0, 1.0, 2.0, 1.0, 3.0]",[],375.406,"['W_C', 'W_F', 'E_C', 'E_F']","[4.0, 8.0, 4.0, 9.0]","['high', 'low', 'low', 'high', 'high', 'low', 'low', 'high', 'high', 'low', 'high', 'low', 'high', 'low', 'low', 'high']","['F', 'C', 'C', 'F', 'F', 'C', 'C', 'F', 'F', 'C', 'F', 'C', 'F', 'C', 'C', 'F']","['W', 'E', 'W', 'E', 'E', 'E', 'W', 'W', 'W', 'E', 'E', 'W', 'E', 'W', 'E', 'W']","['low', 'high', 'low', 'high']",155,"['W_F', 'E_C', 'W_C', 'E_F', 'E_F', 'E_C', 'W_C', 'W_F', 'W_F', 'E_C', 'E_F', 'W_C', 'E_F', 'W_C', 'E_C', 'W_F']",1,6.0,1.0,feet,stripes,F,E,W,C,Yes,Webbed,6.0,Yes,Webbed,6.0,Yes,Up/Left,2.0,No,,
287,"[5.0, 7.0, 9.0, 9.0, 8.0, 3.0, 3.0, 8.0, 8.0, 8.0, 4.0, 7.0, 6.0, 6.0, 7.0, 8.0]","[4.0, 5.0, 4.0, 7.0, 2.0, 9.0, 9.0, 4.0, 4.0, 1.0, 4.0, 8.0, 10.0, 2.0, 2.0, 5.0]","[1.0, 2.0, 5.0, 2.0, 6.0, 6.0, 6.0, 4.0, 4.0, 7.0, 0.0, 1.0, 4.0, 4.0, 5.0, 3.0]","['Towards the end of the survey, I began looking more at the feet. I was not seeing a clear pattern with the stripes so switched to feet.']",839.7691,"['E_F', 'W_C', 'E_C', 'W_F']","[5.0, 6.0, 6.0, 9.0]","['low', 'high', 'high', 'low', 'low', 'high', 'high', 'low', 'low', 'low', 'high', 'high', 'high', 'low', 'low', 'high']","['C', 'F', 'F', 'C', 'C', 'F', 'F', 'C', 'C', 'C', 'F', 'F', 'F', 'C', 'C', 'F']","['E', 'E', 'W', 'W', 'W', 'W', 'E', 'E', 'E', 'W', 'E', 'W', 'E', 'W', 'E', 'W']","['high', 'low', 'low', 'high']",287,"['E_C', 'E_F', 'W_F', 'W_C', 'W_C', 'W_F', 'E_F', 'E_C', 'E_C', 'W_C', 'E_F', 'W_F', 'E_F', 'W_C', 'E_C', 'W_F']",1,7.0,7.0,feet,stripes,F,W,E,C,Yes,Webbed,6.0,Yes, Curved/Pointy,5.0,Yes,Up/Left,5.0,Yes, Up/Right,3.0
054,"[8.0, 9.0, 8.0, 7.0, 7.0, 9.0, 3.0, 9.0, 9.0, 2.0, 8.0, 8.0, 1.0, 7.0, 3.0, 8.0]","[10.0, 8.0, 1.0, 4.0, 9.0, 3.0, 1.0, 1.0, 6.0, 7.0, 1.0, 6.0, 3.0, 8.0, 1.0, 4.0]","[2.0, 1.0, 7.0, 3.0, 2.0, 6.0, 2.0, 8.0, 3.0, 5.0, 7.0, 2.0, 2.0, 1.0, 2.0, 4.0]",[],620.7239,"['E_F', 'W_C', 'W_F', 'E_C']","[1.0, 10.0, 8.0, 3.0]","['high', 'high', 'low', 'low', 'high', 'high', 'low', 'low', 'high', 'low', 'low', 'high', 'low', 'high', 'low', 'high']","['F', 'C', 'C', 'F', 'C', 'F', 'F', 'C', 'C', 'F', 'C', 'F', 'C', 'F', 'F', 'C']","['W', 'W', 'E', 'E', 'W', 'W', 'E', 'E', 'W', 'E', 'E', 'W', 'E', 'W', 'E', 'W']","['low', 'high', 'high', 'low']",54,"['W_F', 'W_C', 'E_C', 'E_F', 'W_C', 'W_F', 'E_F', 'E_C', 'W_C', 'E_F', 'E_C', 'W_F', 'E_C', 'W_F', 'E_F', 'W_C']",1,6.0,6.0,stripes,feet,F,E,W,C,No,,,Yes,Webbed,5.0,Yes,Up/Left,6.0,Yes,Up/Left,5.0
065,"[5.0, 6.0, 4.0, 8.0, 7.0, 7.0, 5.0, 2.0, 6.0, 8.0, 7.0, 5.0, 6.0, 4.0, 5.0, 9.0]","[2.0, 5.0, 10.0, 8.0, 5.0, 7.0, 1.0, 4.0, 3.0, 8.0, 9.0, 8.0, 2.0, 1.0, 7.0, 7.0]","[3.0, 1.0, 6.0, 0.0, 2.0, 0.0, 4.0, 2.0, 3.0, 0.0, 2.0, 3.0, 4.0, 3.0, 2.0, 2.0]","['Initially, while I was answering the questions about reptiles\' fertility, I assumed I would see images of real reptiles. That\'s why, at first, I gave such a low score: my brain was thinking, ""An animated reptile wouldn\'t be able to have children.""\xa0']",374.1999,"['W_C', 'W_F', 'E_F', 'E_C']","[7.0, 4.0, 6.0, 8.0]","['low', 'low', 'high', 'high', 'high', 'high', 'low', 'low', 'low', 'high', 'high', 'low', 'low', 'low', 'high', 'high']","['F', 'F', 'C', 'C', 'C', 'C', 'F', 'F', 'F', 'C', 'C', 'F', 'F', 'F', 'C', 'C']","['E', 'W', 'E', 'W', 'E', 'W', 'W', 'E', 'W', 'W', 'E', 'E', 'E', 'W', 'E', 'W']","['high', 'low', 'low', 'high']",65,"['E_F', 'W_F', 'E_C', 'W_C', 'E_C', 'W_C', 'W_F', 'E_F', 'W_F', 'W_C', 'E_C', 'E_F', 'E_F', 'W_F', 'E_C', 'W_C']",1,4.0,2.0,feet,stripes,C,W,E,F,Yes, Curved/Pointy,3.0,No,,,No,,,No,,
203,"[4.0, 3.0, 7.0, 5.0, 8.0, 4.0, 8.0, 6.0, 4.0, 7.0, 8.0, 3.0, 2.0, 9.0, 7.0, 3.0]","[3.0, 8.0, 4.0, 6.0, 6.0, 8.0, 6.0, 2.0, 4.0, 5.0, 6.0, 4.0, 3.0, 6.0, 5.0, 10.0]","[1.0, 5.0, 3.0, 1.0, 2.0, 4.0, 2.0, 4.0, 0.0, 2.0, 2.0, 1.0, 1.0, 3.0, 2.0, 7.0]",[],564.5624,"['E_F', 'W_F', 'E_C', 'W_C']","[9.0, 4.0, 7.0, 3.0]","['low', 'high', 'low', 'high', 'high', 'low', 'high', 'low', 'high', 'low', 'high', 'low', 'low', 'low', 'high', 'high']","['C', 'F', 'C', 'F', 'F', 'C', 'F', 'C', 'F', 'C', 'F', 'C', 'C', 'C', 'F', 'F']","['E', 'E', 'W', 'W', 'W', 'W', 'E', 'E', 'W', 'E', 'E', 'W', 'W', 'E', 'E', 'W']","['high', 'high', 'low', 'low']",203,"['E_C', 'E_F', 'W_C', 'W_F', 'W_F', 'W_C', 'E_F', 'E_C', 'W_F', 'E_C', 'E_F', 'W_C', 'W_C', 'E_C', 'E_F', 'W_F']",1,6.0,6.0,feet,stripes,F,E,W,C,Yes,Webbed,4.0,Yes,Webbed,5.0,Yes, Up/Right,5.0,Yes, Up/Right,4.0
059,"[9.0, 8.0, 8.0, 10.0, 8.0, 8.0, 9.0, 8.0, 9.0, 9.0, 8.0, 8.0, 8.0, 8.0, 8.0, 9.0]","[6.0, 2.0, 8.0, 8.0, 9.0, 3.0, 4.0, 10.0, 10.0, 5.0, 4.0, 8.0, 5.0, 5.0, 8.0, 5.0]","[3.0, 6.0, 0.0, 2.0, 1.0, 5.0, 5.0, 2.0, 1.0, 4.0, 4.0, 0.0, 3.0, 3.0, 0.0, 4.0]",[],1331.7255,"['W_C', 'E_C', 'E_F', 'W_F']","[8.0, 7.0, 7.0, 8.0]","['high', 'low', 'low', 'high', 'high', 'low', 'low', 'high', 'high', 'low', 'low', 'high', 'high', 'low', 'high', 'low']","['F', 'C', 'C', 'F', 'F', 'C', 'C', 'F', 'F', 'C', 'C', 'F', 'F', 'C', 'F', 'C']","['E', 'E', 'W', 'W', 'W', 'W', 'E', 'E', 'E', 'E', 'W', 'W', 'E', 'E', 'W', 'W']","['low', 'low', 'high', 'high']",59,"['E_F', 'E_C', 'W_C', 'W_F', 'W_F', 'W_C', 'E_C', 'E_F', 'E_F', 'E_C', 'W_C', 'W_F', 'E_F', 'E_C', 'W_F', 'W_C']",1,6.0,4.0,feet,stripes,F,E,W,C,No,,,No,,,No,,,No,,
103,"[6.0, 5.0, 4.0, 4.0, 1.0, 5.0, 1.0, 8.0, 1.0, 9.0, 9.0, 1.0, 4.0, 9.0, 3.0, 10.0]","[4.0, 4.0, 4.0, 1.0, 5.0, 8.0, 1.0, 9.0, 4.0, 6.0, 8.0, 3.0, 1.0, 5.0, 2.0, 10.0]","[2.0, 1.0, 0.0, 3.0, 4.0, 3.0, 0.0, 1.0, 3.0, 3.0, 1.0, 2.0, 3.0, 4.0, 1.0, 0.0]",[],379.107,"['E_F', 'E_C', 'W_C', 'W_F']","[6.0, 1.0, 5.0, 10.0]","['high', 'low', 'high', 'low', 'low', 'high', 'low', 'high', 'low', 'high', 'high', 'low', 'low', 'high', 'low', 'high']","['F', 'C', 'F', 'C', 'C', 'F', 'C', 'F', 'C', 'F', 'F', 'C', 'C', 'F', 'C', 'F']","['W', 'E', 'E', 'W', 'W', 'E', 'E', 'W', 'W', 'W', 'E', 'E', 'W', 'E', 'E', 'W']","['high', 'low', 'low', 'high']",103,"['W_F', 'E_C', 'E_F', 'W_C', 'W_C', 'E_F', 'E_C', 'W_F', 'W_C', 'W_F', 'E_F', 'E_C', 'W_C', 'E_F', 'E_C', 'W_F']",1,4.0,7.0,feet,stripes,F,E,W,C,Yes,Webbed,7.0,Yes,Webbed,6.0,Yes,Up/Left,4.0,No,,
085,"[6.0, 4.0, 4.0, 4.0, 4.0, 4.0, 8.0, 4.0, 4.0, 8.0, 7.0, 4.0, 4.0, 1.0, 8.0, 9.0]","[3.0, 4.0, 4.0, 8.0, 1.0, 8.0, 9.0, 1.0, 5.0, 6.0, 9.0, 1.0, 3.0, 2.0, 7.0, 5.0]","[3.0, 0.0, 0.0, 4.0, 3.0, 4.0, 1.0, 3.0, 1.0, 2.0, 2.0, 3.0, 1.0, 1.0, 1.0, 4.0]",['I have nothing to add.'],323.1133,"['E_C', 'W_C', 'W_F', 'E_F']","[9.0, 7.0, 2.0, 4.0]","['low', 'low', 'high', 'high', 'low', 'high', 'high', 'low', 'low', 'high', 'high', 'low', 'low', 'low', 'high', 'high']","['F', 'F', 'C', 'C', 'F', 'C', 'C', 'F', 'F', 'C', 'C', 'F', 'F', 'F', 'C', 'C']","['E', 'W', 'E', 'W', 'W', 'E', 'W', 'E', 'W', 'W', 'E', 'E', 'W', 'E', 'W', 'E']","['high', 'high', 'low', 'low']",85,"['E_F', 'W_F', 'E_C', 'W_C', 'W_F', 'E_C', 'W_C', 'E_F', 'W_F', 'W_C', 'E_C', 'E_F', 'W_F', 'E_F', 'W_C', 'E_C']",1,7.0,1.0,feet,stripes,C,E,W,F,Yes, Curved/Pointy,5.0,Yes, Curved/Pointy,5.0,Yes, Up/Right,2.0,No,,
131,"[5.0, 4.0, 5.0, 7.0, 6.0, 4.0, 6.0, 3.0, 7.0, 6.0, 2.0, 4.0, 2.0, 7.0, 5.0, 2.0]","[8.0, 2.0, 5.0, 5.0, 6.0, 5.0, 4.0, 7.0, 1.0, 4.0, 7.0, 9.0, 1.0, 3.0, 3.0, 10.0]","[3.0, 2.0, 0.0, 2.0, 0.0, 1.0, 2.0, 4.0, 6.0, 2.0, 5.0, 5.0, 1.0, 4.0, 2.0, 8.0]",[],606.662,"['E_C', 'W_C', 'W_F', 'E_F']","[3.0, 5.0, 10.0, 4.0]","['high', 'low', 'low', 'high', 'high', 'low', 'low', 'high', 'low', 'low', 'high', 'high', 'low', 'low', 'high', 'high']","['F', 'C', 'C', 'F', 'F', 'C', 'C', 'F', 'C', 'C', 'F', 'F', 'C', 'C', 'F', 'F']","['W', 'E', 'W', 'E', 'W', 'E', 'W', 'E', 'E', 'W', 'E', 'W', 'E', 'W', 'E', 'W']","['low', 'low', 'high', 'high']",131,"['W_F', 'E_C', 'W_C', 'E_F', 'W_F', 'E_C', 'W_C', 'E_F', 'E_C', 'W_C', 'E_F', 'W_F', 'E_C', 'W_C', 'E_F', 'W_F']",1,3.0,3.0,feet,stripes,F,E,W,C,No,,,No,,,Yes,Up/Left,6.0,Yes, Up/Right,5.0
170,"[5.0, 5.0, 7.0, 4.0, 7.0, 6.0, 4.0, 2.0, 9.0, 4.0, 3.0, 9.0, 3.0, 9.0, 10.0, 3.0]","[6.0, 4.0, 7.0, 8.0, 9.0, 10.0, 1.0, 4.0, 10.0, 3.0, 3.0, 8.0, 4.0, 5.0, 9.0, 3.0]","[1.0, 1.0, 0.0, 4.0, 2.0, 4.0, 3.0, 2.0, 1.0, 1.0, 0.0, 1.0, 1.0, 4.0, 1.0, 0.0]",['I found it pretty straightforward. Left stripes had a clear fertility indicator and if there was a difference with the feet shape it was very minor.'],471.3271,"['E_C', 'W_C', 'W_F', 'E_F']","[3.0, 9.0, 8.0, 4.0]","['low', 'low', 'high', 'high', 'high', 'high', 'low', 'low', 'high', 'low', 'low', 'high', 'low', 'high', 'high', 'low']","['C', 'F', 'C', 'F', 'F', 'C', 'C', 'F', 'C', 'C', 'F', 'F', 'F', 'F', 'C', 'C']","['E', 'E', 'W', 'W', 'W', 'W', 'E', 'E', 'W', 'E', 'E', 'W', 'E', 'W', 'W', 'E']","['low', 'high', 'high', 'low']",170,"['E_C', 'E_F', 'W_C', 'W_F', 'W_F', 'W_C', 'E_C', 'E_F', 'W_C', 'E_C', 'E_F', 'W_F', 'E_F', 'W_F', 'W_C', 'E_C']",1,7.0,6.0,stripes,feet,C,E,W,F,No,,,No,,,Yes,Up/Left,7.0,Yes,Up/Left,7.0
012,"[7.0, 8.0, 4.0, 7.0, 4.0, 7.0, 3.0, 7.0, 4.0, 7.0, 8.0, 3.0, 6.0, 10.0, 5.0, 6.0]","[7.0, 4.0, 5.0, 6.0, 8.0, 6.0, 9.0, 2.0, 9.0, 4.0, 5.0, 10.0, 8.0, 6.0, 5.0, 4.0]","[0.0, 4.0, 1.0, 1.0, 4.0, 1.0, 6.0, 5.0, 5.0, 3.0, 3.0, 7.0, 2.0, 4.0, 0.0, 2.0]",['I was making decisions based on the striped going towards the back or pointing to the back instead of the front and i was also looking at the feet. I was told weather and climate would change too but it did not too much. I noticed a few screens where the tree leaf looked darker and I thought that would mean it was closer to fall and they would not be making any babys in the fall so I moved the point closer to four or three. Sometimes I went with what was told to me and if it looked exactly the same as say when the computer said five and I did not see different feet or stripes then I would change it. I used many methods aside from the feet and stripes and even tried to look to see if the log changed and the leaf at the end of the log.'],564.4967,"['W_F', 'E_C', 'W_C', 'E_F']","[5.0, 7.0, 9.0, 3.0]","['low', 'high', 'high', 'low', 'high', 'low', 'high', 'low', 'high', 'low', 'low', 'high', 'high', 'high', 'low', 'low']","['F', 'C', 'F', 'C', 'C', 'F', 'F', 'C', 'C', 'C', 'F', 'F', 'C', 'F', 'C', 'F']","['W', 'E', 'E', 'W', 'E', 'W', 'E', 'W', 'E', 'W', 'W', 'E', 'E', 'E', 'W', 'W']","['low', 'high', 'low', 'high']",12,"['W_F', 'E_C', 'E_F', 'W_C', 'E_C', 'W_F', 'E_F', 'W_C', 'E_C', 'W_C', 'W_F', 'E_F', 'E_C', 'E_F', 'W_C', 'W_F']",1,7.0,6.0,stripes,feet,F,W,E,C,Yes,Webbed,5.0,Yes, Curved/Pointy,5.0,Yes,Up/Left,5.0,Yes,Up/Left,4.0
281,"[6.0, 7.0, 2.0, 10.0, 7.0, 4.0, 10.0, 7.0, 9.0, 4.0, 4.0, 6.0, 3.0, 9.0, 4.0, 8.0]","[4.0, 8.0, 9.0, 10.0, 5.0, 5.0, 6.0, 8.0, 6.0, 10.0, 9.0, 3.0, 6.0, 6.0, 3.0, 10.0]","[2.0, 1.0, 7.0, 0.0, 2.0, 1.0, 4.0, 1.0, 3.0, 6.0, 5.0, 3.0, 3.0, 3.0, 1.0, 2.0]",[],360.096,"['W_F', 'W_C', 'E_F', 'E_C']","[3.0, 9.0, 3.0, 9.0]","['low', 'high', 'low', 'high', 'low', 'low', 'high', 'high', 'high', 'low', 'high', 'low', 'low', 'high', 'low', 'high']","['F', 'C', 'F', 'C', 'F', 'F', 'C', 'C', 'C', 'F', 'C', 'F', 'F', 'C', 'F', 'C']","['W', 'W', 'E', 'E', 'E', 'W', 'E', 'W', 'E', 'E', 'W', 'W', 'E', 'W', 'W', 'E']","['low', 'high', 'low', 'high']",281,"['W_F', 'W_C', 'E_F', 'E_C', 'E_F', 'W_F', 'E_C', 'W_C', 'E_C', 'E_F', 'W_C', 'W_F', 'E_F', 'W_C', 'W_F', 'E_C']",1,7.0,3.0,feet,stripes,C,W,E,F,Yes, Curved/Pointy,6.0,Yes, Curved/Pointy,4.0,No,,,Yes,Up/Left,6.0
227,"[8.0, 9.0, 1.0, 5.0, 5.0, 1.0, 5.0, 5.0, 6.0, 6.0, 5.0, 3.0, 1.0, 4.0, 5.0, 4.0]","[10.0, 1.0, 6.0, 4.0, 4.0, 7.0, 7.0, 5.0, 1.0, 9.0, 3.0, 9.0, 4.0, 8.0, 4.0, 9.0]","[2.0, 8.0, 5.0, 1.0, 1.0, 6.0, 2.0, 0.0, 5.0, 3.0, 2.0, 6.0, 3.0, 4.0, 1.0, 5.0]",[],421.3396,"['E_C', 'W_C', 'W_F', 'E_F']","[4.0, 3.0, 9.0, 9.0]","['high', 'low', 'high', 'low', 'low', 'high', 'high', 'low', 'low', 'high', 'low', 'high', 'low', 'high', 'low', 'high']","['F', 'C', 'F', 'C', 'C', 'F', 'F', 'C', 'C', 'F', 'C', 'F', 'C', 'F', 'C', 'F']","['W', 'E', 'E', 'W', 'E', 'W', 'E', 'W', 'E', 'E', 'W', 'W', 'E', 'E', 'W', 'W']","['low', 'low', 'high', 'high']",227,"['W_F', 'E_C', 'E_F', 'W_C', 'E_C', 'W_F', 'E_F', 'W_C', 'E_C', 'E_F', 'W_C', 'W_F', 'E_C', 'E_F', 'W_C', 'W_F']",1,7.0,5.0,feet,stripes,F,E,W,C,Yes,Webbed,7.0,Yes,Webbed,5.0,No,,,Yes,Up/Left,5.0
268,"[6.0, 10.0, 8.0, 1.0, 6.0, 8.0, 1.0, 3.0, 8.0, 8.0, 3.0, 3.0, 9.0, 8.0, 8.0, 3.0]","[8.0, 1.0, 4.0, 7.0, 7.0, 1.0, 9.0, 8.0, 3.0, 10.0, 5.0, 9.0, 3.0, 2.0, 1.0, 8.0]","[2.0, 9.0, 4.0, 6.0, 1.0, 7.0, 8.0, 5.0, 5.0, 2.0, 2.0, 6.0, 6.0, 6.0, 7.0, 5.0]",[],619.5528,"['E_C', 'W_C', 'E_F', 'W_F']","[8.0, 1.0, 10.0, 5.0]","['high', 'low', 'low', 'high', 'low', 'low', 'high', 'high', 'low', 'high', 'high', 'low', 'high', 'low', 'low', 'high']","['C', 'F', 'C', 'F', 'F', 'C', 'C', 'F', 'F', 'F', 'C', 'C', 'F', 'F', 'C', 'C']","['E', 'W', 'W', 'E', 'W', 'W', 'E', 'E', 'W', 'E', 'E', 'W', 'E', 'W', 'W', 'E']","['high', 'low', 'high', 'low']",268,"['E_C', 'W_F', 'W_C', 'E_F', 'W_F', 'W_C', 'E_C', 'E_F', 'W_F', 'E_F', 'E_C', 'W_C', 'E_F', 'W_F', 'W_C', 'E_C']",1,7.0,3.0,stripes,feet,C,W,E,F,No,,,Yes,Webbed,6.0,Yes, Up/Right,5.0,No,,
296,"[6.0, 8.0, 5.0, 3.0, 7.0, 3.0, 5.0, 5.0, 3.0, 8.0, 7.0, 4.0, 3.0, 7.0, 4.0, 8.0]","[3.0, 6.0, 6.0, 2.0, 9.0, 2.0, 8.0, 1.0, 4.0, 8.0, 7.0, 3.0, 1.0, 8.0, 6.0, 9.0]","[3.0, 2.0, 1.0, 1.0, 2.0, 1.0, 3.0, 4.0, 1.0, 0.0, 0.0, 1.0, 2.0, 1.0, 2.0, 1.0]",[],364.3722,"['E_F', 'W_F', 'W_C', 'E_C']","[9.0, 4.0, 2.0, 7.0]","['low', 'high', 'high', 'low', 'high', 'low', 'high', 'low', 'low', 'high', 'high', 'low', 'low', 'high', 'low', 'high']","['F', 'C', 'F', 'C', 'F', 'C', 'C', 'F', 'C', 'F', 'C', 'F', 'C', 'C', 'F', 'F']","['W', 'E', 'E', 'W', 'E', 'W', 'E', 'W', 'W', 'E', 'E', 'W', 'W', 'E', 'W', 'E']","['high', 'low', 'low', 'high']",296,"['W_F', 'E_C', 'E_F', 'W_C', 'E_F', 'W_C', 'E_C', 'W_F', 'W_C', 'E_F', 'E_C', 'W_F', 'W_C', 'E_C', 'W_F', 'E_F']",1,5.0,3.0,stripes,feet,F,W,E,C,Yes,Webbed,2.0,No,,,Yes, Up/Right,6.0,Yes, Up/Right,6.0
