participant,training_responses,fertility_score,error,feedback,trial_stop_time,testing_image_order,testing_responses,training_categories,training_feet,training_stripes,testing_categories,conditionOrder,training_image_order,attention_check,cogpro_predict,cogpro_explain,relevant_dim,irrelevant_dim,feet_high,stripes_low,stripes_high,feet_low,feet_discrete_slider.response,feet_direction_slider.response,feet_continuous_slider.response,stripes_discrete_slider.response,stripes_direction_slider.response,stripes_continuous_slider.response
080,"[7.0, 7.0, 8.0, 7.0, 8.0, 6.0, 5.0, 8.0, 7.0, 8.0, 7.0, 6.0, 4.0, 2.0, 4.0, 8.0]","[6.0, 8.0, 8.0, 6.0, 7.0, 1.0, 3.0, 5.0, 3.0, 9.0, 9.0, 1.0, 5.0, 6.0, 1.0, 5.0]","[1.0, 1.0, 0.0, 1.0, 1.0, 5.0, 2.0, 3.0, 4.0, 1.0, 2.0, 5.0, 1.0, 4.0, 3.0, 3.0]","[""I've got to admit I was fascinated. I need to work on my visual awareness.""]",597.585,"['W_C', 'W_F', 'E_F', 'E_C']","[2.0, 5.0, 5.0, 8.0]","['low', 'low', 'high', 'high', 'high', 'low', 'low', 'high', 'low', 'high', 'high', 'low', 'high', 'low', 'low', 'high']","['C', 'F', 'C', 'F', 'C', 'C', 'F', 'F', 'C', 'C', 'F', 'F', 'F', 'C', 'F', 'C']","['W', 'W', 'E', 'E', 'E', 'W', 'W', 'E', 'W', 'E', 'E', 'W', 'E', 'W', 'W', 'E']","['low', 'low', 'high', 'high']",80,"['W_C', 'W_F', 'E_C', 'E_F', 'E_C', 'W_C', 'W_F', 'E_F', 'W_C', 'E_C', 'E_F', 'W_F', 'E_F', 'W_C', 'W_F', 'E_C']",1,5.0,5.0,stripes,feet,C,W,E,F,No,,,Yes, Up/Right,6.0
052,"[8.0, 5.0, 5.0, 4.0, 8.0, 8.0, 5.0, 7.0, 2.0, 7.0, 4.0, 7.0, 2.0, 7.0, 2.0, 7.0]","[5.0, 5.0, 10.0, 8.0, 8.0, 4.0, 1.0, 6.0, 4.0, 8.0, 3.0, 4.0, 3.0, 4.0, 1.0, 10.0]","[3.0, 0.0, 5.0, 4.0, 0.0, 4.0, 4.0, 1.0, 2.0, 1.0, 1.0, 3.0, 1.0, 3.0, 1.0, 3.0]","['If there had been 10 other predictions, I might have got this but admittedly, I struggled through 3/4 of this before it started to kick in.\xa0']",613.4606,"['W_F', 'E_F', 'W_C', 'E_C']","[3.0, 7.0, 2.0, 10.0]","['low', 'low', 'high', 'high', 'high', 'low', 'low', 'high', 'low', 'high', 'low', 'high', 'low', 'high', 'low', 'high']","['C', 'F', 'C', 'F', 'C', 'C', 'F', 'F', 'C', 'F', 'F', 'C', 'C', 'F', 'F', 'C']","['W', 'W', 'E', 'E', 'E', 'W', 'W', 'E', 'W', 'E', 'W', 'E', 'W', 'E', 'W', 'E']","['low', 'high', 'low', 'high']",52,"['W_C', 'W_F', 'E_C', 'E_F', 'E_C', 'W_C', 'W_F', 'E_F', 'W_C', 'E_F', 'W_F', 'E_C', 'W_C', 'E_F', 'W_F', 'E_C']",1,7.0,3.0,stripes,feet,C,W,E,F,No,,,Yes, Up/Right,3.0
043,"[5.0, 4.0, 5.0, 6.0, 6.0, 5.0, 5.0, 5.0, 5.0, 5.0, 6.0, 5.0, 5.0, 4.0, 4.0, 3.0]","[4.0, 6.0, 10.0, 3.0, 1.0, 5.0, 6.0, 9.0, 9.0, 7.0, 3.0, 1.0, 3.0, 9.0, 4.0, 6.0]","[1.0, 2.0, 5.0, 3.0, 5.0, 0.0, 1.0, 4.0, 4.0, 2.0, 3.0, 4.0, 2.0, 5.0, 0.0, 3.0]",['I wish the differences between the reptiles were more obvious'],238.1069,"['E_F', 'W_F', 'E_C', 'W_C']","[9.0, 3.0, 5.0, 6.0]","['low', 'high', 'high', 'low', 'low', 'high', 'low', 'high', 'high', 'high', 'low', 'low', 'low', 'high', 'low', 'high']","['C', 'F', 'F', 'C', 'C', 'F', 'C', 'F', 'F', 'F', 'C', 'C', 'C', 'F', 'C', 'F']","['E', 'W', 'E', 'W', 'W', 'E', 'E', 'W', 'E', 'W', 'E', 'W', 'E', 'E', 'W', 'W']","['high', 'high', 'low', 'low']",43,"['E_C', 'W_F', 'E_F', 'W_C', 'W_C', 'E_F', 'E_C', 'W_F', 'E_F', 'W_F', 'E_C', 'W_C', 'E_C', 'E_F', 'W_C', 'W_F']",1,4.0,3.0,feet,stripes,F,W,E,C,No,,,No,,
188,"[2.0, 5.0, 4.0, 4.0, 4.0, 1.0, 6.0, 4.0, 1.0, 8.0, 6.0, 2.0, 9.0, 2.0, 4.0, 10.0]","[5.0, 4.0, 1.0, 7.0, 1.0, 2.0, 10.0, 8.0, 3.0, 8.0, 8.0, 5.0, 10.0, 5.0, 2.0, 9.0]","[3.0, 1.0, 3.0, 3.0, 3.0, 1.0, 4.0, 4.0, 2.0, 0.0, 2.0, 3.0, 1.0, 3.0, 2.0, 1.0]",[],344.7308,"['E_C', 'W_F', 'E_F', 'W_C']","[8.0, 5.0, 10.0, 2.0]","['high', 'low', 'low', 'high', 'low', 'low', 'high', 'high', 'low', 'high', 'high', 'low', 'high', 'low', 'low', 'high']","['F', 'C', 'F', 'C', 'F', 'C', 'F', 'C', 'F', 'F', 'C', 'C', 'F', 'C', 'F', 'C']","['E', 'W', 'W', 'E', 'W', 'W', 'E', 'E', 'W', 'E', 'E', 'W', 'E', 'W', 'W', 'E']","['high', 'low', 'high', 'low']",188,"['E_F', 'W_C', 'W_F', 'E_C', 'W_F', 'W_C', 'E_F', 'E_C', 'W_F', 'E_F', 'E_C', 'W_C', 'E_F', 'W_C', 'W_F', 'E_C']",1,7.0,2.0,stripes,feet,C,W,E,F,Yes, Curved/Pointy,2.0,Yes,Up/Left,6.0
028,"[7.0, 7.0, 5.0, 8.0, 4.0, 7.0, 5.0, 7.0, 8.0, 7.0, 4.0, 5.0, 6.0, 5.0, 10.0, 8.0]","[7.0, 1.0, 10.0, 2.0, 1.0, 9.0, 8.0, 4.0, 5.0, 5.0, 1.0, 7.0, 6.0, 4.0, 6.0, 4.0]","[0.0, 6.0, 5.0, 6.0, 3.0, 2.0, 3.0, 3.0, 3.0, 2.0, 3.0, 2.0, 0.0, 1.0, 4.0, 4.0]",[],609.7041,"['W_F', 'W_C', 'E_F', 'E_C']","[8.0, 6.0, 4.0, 10.0]","['high', 'low', 'high', 'low', 'low', 'high', 'high', 'low', 'low', 'high', 'low', 'high', 'high', 'low', 'high', 'low']","['C', 'C', 'F', 'F', 'C', 'F', 'C', 'F', 'C', 'C', 'F', 'F', 'F', 'C', 'C', 'F']","['E', 'W', 'E', 'W', 'W', 'E', 'E', 'W', 'W', 'E', 'W', 'E', 'E', 'W', 'E', 'W']","['low', 'low', 'high', 'high']",28,"['E_C', 'W_C', 'E_F', 'W_F', 'W_C', 'E_F', 'E_C', 'W_F', 'W_C', 'E_C', 'W_F', 'E_F', 'E_F', 'W_C', 'E_C', 'W_F']",1,5.0,3.0,stripes,feet,F,W,E,C,No,,,No,,
147,"[5.0, 6.0, 8.0, 5.0, 3.0, 7.0, 4.0, 3.0, 5.0, 7.0, 3.0, 3.0, 7.0, 5.0, 5.0, 5.0]","[5.0, 10.0, 1.0, 2.0, 4.0, 4.0, 3.0, 5.0, 3.0, 5.0, 7.0, 7.0, 4.0, 3.0, 3.0, 4.0]","[0.0, 4.0, 7.0, 3.0, 1.0, 3.0, 1.0, 2.0, 2.0, 2.0, 4.0, 4.0, 3.0, 2.0, 2.0, 1.0]",['This was very facinating. Good job'],563.8728,"['W_C', 'W_F', 'E_F', 'E_C']","[4.0, 3.0, 7.0, 8.0]","['high', 'high', 'low', 'low', 'low', 'high', 'low', 'high', 'low', 'low', 'high', 'high', 'low', 'low', 'high', 'high']","['F', 'F', 'C', 'C', 'C', 'F', 'C', 'F', 'C', 'C', 'F', 'F', 'C', 'C', 'F', 'F']","['W', 'E', 'E', 'W', 'W', 'E', 'E', 'W', 'W', 'E', 'W', 'E', 'E', 'W', 'W', 'E']","['low', 'high', 'high', 'low']",147,"['W_F', 'E_F', 'E_C', 'W_C', 'W_C', 'E_F', 'E_C', 'W_F', 'W_C', 'E_C', 'W_F', 'E_F', 'E_C', 'W_C', 'W_F', 'E_F']",1,7.0,6.0,feet,stripes,F,W,E,C,No,,,Yes, Up/Right,3.0
217,"[6.0, 3.0, 7.0, 6.0, 5.0, 4.0, 4.0, 8.0, 6.0, 7.0, 3.0, 4.0, 7.0, 3.0, 6.0, 2.0]","[3.0, 9.0, 5.0, 5.0, 8.0, 4.0, 1.0, 4.0, 8.0, 6.0, 6.0, 5.0, 5.0, 3.0, 9.0, 3.0]","[3.0, 6.0, 2.0, 1.0, 3.0, 0.0, 3.0, 4.0, 2.0, 1.0, 3.0, 1.0, 2.0, 0.0, 3.0, 1.0]",[],551.4294,"['E_F', 'W_C', 'E_C', 'W_F']","[3.0, 7.0, 7.0, 4.0]","['low', 'high', 'low', 'high', 'high', 'low', 'low', 'high', 'high', 'high', 'low', 'low', 'high', 'low', 'high', 'low']","['F', 'C', 'F', 'C', 'C', 'F', 'F', 'C', 'C', 'C', 'F', 'F', 'C', 'F', 'C', 'F']","['E', 'W', 'W', 'E', 'E', 'W', 'E', 'W', 'E', 'W', 'W', 'E', 'E', 'W', 'W', 'E']","['low', 'high', 'high', 'low']",217,"['E_F', 'W_C', 'W_F', 'E_C', 'E_C', 'W_F', 'E_F', 'W_C', 'E_C', 'W_C', 'W_F', 'E_F', 'E_C', 'W_F', 'W_C', 'E_F']",1,6.0,6.0,feet,stripes,C,E,W,F,Yes, Curved/Pointy,6.0,No,,
166,"[6.0, 7.0, 5.0, 7.0, 4.0, 7.0, 3.0, 9.0, 9.0, 6.0, 3.0, 6.0, 7.0, 6.0, 4.0, 6.0]","[9.0, 4.0, 4.0, 7.0, 2.0, 10.0, 5.0, 6.0, 5.0, 6.0, 6.0, 8.0, 9.0, 1.0, 4.0, 9.0]","[3.0, 3.0, 1.0, 0.0, 2.0, 3.0, 2.0, 3.0, 4.0, 0.0, 3.0, 2.0, 2.0, 5.0, 0.0, 3.0]","['I thought that certain markings in the lines and the type of feet made a difference in the fertility. Although, there were times when my fertility guess was a few off from where I thought the range would be.']",459.3981,"['W_C', 'E_F', 'E_C', 'W_F']","[7.0, 4.0, 3.0, 9.0]","['high', 'low', 'low', 'high', 'low', 'high', 'low', 'high', 'low', 'high', 'low', 'high', 'high', 'low', 'low', 'high']","['F', 'F', 'C', 'C', 'C', 'F', 'F', 'C', 'F', 'C', 'C', 'F', 'C', 'C', 'F', 'F']","['W', 'E', 'E', 'W', 'E', 'W', 'E', 'W', 'E', 'W', 'E', 'W', 'W', 'E', 'E', 'W']","['high', 'low', 'low', 'high']",166,"['W_F', 'E_F', 'E_C', 'W_C', 'E_C', 'W_F', 'E_F', 'W_C', 'E_F', 'W_C', 'E_C', 'W_F', 'W_C', 'E_C', 'E_F', 'W_F']",1,7.0,6.0,stripes,feet,F,E,W,C,Yes,Webbed,3.0,Yes,Up/Left,6.0
189,"[5.0, 5.0, 6.0, 4.0, 3.0, 9.0, 6.0, 7.0, 8.0, 10.0, 5.0, 4.0, 6.0, 4.0, 7.0, 4.0]","[3.0, 7.0, 10.0, 7.0, 8.0, 5.0, 5.0, 6.0, 9.0, 8.0, 3.0, 5.0, 2.0, 5.0, 3.0, 7.0]","[2.0, 2.0, 4.0, 3.0, 5.0, 4.0, 1.0, 1.0, 1.0, 2.0, 2.0, 1.0, 4.0, 1.0, 4.0, 3.0]","['No errors, tast was interesting']",348.18,"['E_C', 'W_F', 'E_F', 'W_C']","[7.0, 3.0, 5.0, 8.0]","['low', 'high', 'high', 'low', 'high', 'low', 'high', 'low', 'high', 'high', 'low', 'low', 'low', 'high', 'low', 'high']","['F', 'C', 'C', 'F', 'C', 'F', 'C', 'F', 'C', 'C', 'F', 'F', 'F', 'C', 'F', 'C']","['E', 'E', 'W', 'W', 'W', 'W', 'E', 'E', 'E', 'W', 'W', 'E', 'W', 'E', 'E', 'W']","['high', 'low', 'low', 'high']",189,"['E_F', 'E_C', 'W_C', 'W_F', 'W_C', 'W_F', 'E_C', 'E_F', 'E_C', 'W_C', 'W_F', 'E_F', 'W_F', 'E_C', 'E_F', 'W_C']",1,3.0,3.0,feet,stripes,C,E,W,F,No,,,No,,
214,"[8.0, 6.0, 4.0, 7.0, 6.0, 6.0, 3.0, 6.0, 5.0, 6.0, 5.0, 8.0, 7.0, 3.0, 8.0, 6.0]","[6.0, 6.0, 7.0, 5.0, 6.0, 3.0, 5.0, 9.0, 10.0, 3.0, 4.0, 4.0, 8.0, 4.0, 10.0, 4.0]","[2.0, 0.0, 3.0, 2.0, 0.0, 3.0, 2.0, 3.0, 5.0, 3.0, 1.0, 4.0, 1.0, 1.0, 2.0, 2.0]",[],573.4926,"['E_C', 'W_C', 'W_F', 'E_F']","[4.0, 10.0, 7.0, 5.0]","['low', 'low', 'high', 'high', 'high', 'low', 'low', 'high', 'high', 'low', 'high', 'low', 'high', 'low', 'high', 'low']","['F', 'C', 'C', 'F', 'C', 'C', 'F', 'F', 'C', 'F', 'F', 'C', 'F', 'C', 'C', 'F']","['E', 'E', 'W', 'W', 'W', 'E', 'E', 'W', 'W', 'E', 'W', 'E', 'W', 'E', 'W', 'E']","['low', 'high', 'high', 'low']",214,"['E_F', 'E_C', 'W_C', 'W_F', 'W_C', 'E_C', 'E_F', 'W_F', 'W_C', 'E_F', 'W_F', 'E_C', 'W_F', 'E_C', 'W_C', 'E_F']",1,6.0,6.0,stripes,feet,C,E,W,F,Yes, Curved/Pointy,6.0,Yes,Up/Left,6.0
175,"[7.0, 5.0, 7.0, 7.0, 4.0, 5.0, 7.0, 9.0, 7.0, 4.0, 2.0, 3.0, 2.0, 7.0, 8.0, 5.0]","[5.0, 4.0, 6.0, 3.0, 9.0, 1.0, 3.0, 8.0, 10.0, 5.0, 1.0, 7.0, 3.0, 9.0, 1.0, 2.0]","[2.0, 1.0, 1.0, 4.0, 5.0, 4.0, 4.0, 1.0, 3.0, 1.0, 1.0, 4.0, 1.0, 2.0, 7.0, 3.0]",[],354.314,"['W_C', 'W_F', 'E_C', 'E_F']","[3.0, 2.0, 7.0, 8.0]","['high', 'low', 'high', 'low', 'high', 'low', 'low', 'high', 'high', 'high', 'low', 'low', 'low', 'high', 'low', 'high']","['F', 'C', 'F', 'C', 'F', 'C', 'C', 'F', 'F', 'F', 'C', 'C', 'C', 'F', 'C', 'F']","['E', 'E', 'W', 'W', 'E', 'W', 'E', 'W', 'W', 'E', 'E', 'W', 'E', 'W', 'W', 'E']","['low', 'high', 'low', 'high']",175,"['E_F', 'E_C', 'W_F', 'W_C', 'E_F', 'W_C', 'E_C', 'W_F', 'W_F', 'E_F', 'E_C', 'W_C', 'E_C', 'W_F', 'W_C', 'E_F']",1,6.0,5.0,feet,stripes,F,E,W,C,No,,,Yes, Up/Right,6.0
034,"[5.0, 7.0, 5.0, 4.0, 5.0, 7.0, 8.0, 3.0, 8.0, 4.0, 3.0, 9.0, 8.0, 9.0, 4.0, 3.0]","[8.0, 8.0, 3.0, 4.0, 3.0, 9.0, 9.0, 1.0, 9.0, 3.0, 1.0, 9.0, 10.0, 8.0, 8.0, 1.0]","[3.0, 1.0, 2.0, 0.0, 2.0, 2.0, 1.0, 2.0, 1.0, 1.0, 2.0, 0.0, 2.0, 1.0, 4.0, 2.0]",[],317.6531,"['W_F', 'E_C', 'E_F', 'W_C']","[10.0, 2.0, 9.0, 8.0]","['high', 'high', 'low', 'low', 'low', 'high', 'high', 'low', 'high', 'low', 'low', 'high', 'high', 'high', 'low', 'low']","['F', 'C', 'F', 'C', 'F', 'C', 'F', 'C', 'C', 'F', 'C', 'F', 'F', 'C', 'F', 'C']","['W', 'W', 'E', 'E', 'E', 'W', 'W', 'E', 'W', 'E', 'E', 'W', 'W', 'W', 'E', 'E']","['high', 'low', 'low', 'high']",34,"['W_F', 'W_C', 'E_F', 'E_C', 'E_F', 'W_C', 'W_F', 'E_C', 'W_C', 'E_F', 'E_C', 'W_F', 'W_F', 'W_C', 'E_F', 'E_C']",1,5.0,3.0,stripes,feet,F,E,W,C,Yes,Webbed,3.0,Yes, Up/Right,6.0
193,"[5.0, 4.0, 8.0, 9.0, 3.0, 6.0, 10.0, 6.0, 4.0, 6.0, 10.0, 1.0, 8.0, 5.0, 3.0, 5.0]","[4.0, 9.0, 5.0, 2.0, 5.0, 10.0, 3.0, 1.0, 10.0, 4.0, 3.0, 5.0, 8.0, 3.0, 10.0, 5.0]","[1.0, 5.0, 3.0, 7.0, 2.0, 4.0, 7.0, 5.0, 6.0, 2.0, 7.0, 4.0, 0.0, 2.0, 7.0, 0.0]",[],730.2662,"['E_F', 'E_C', 'W_F', 'W_C']","[8.0, 10.0, 4.0, 3.0]","['high', 'high', 'low', 'low', 'high', 'high', 'low', 'low', 'high', 'high', 'low', 'low', 'high', 'low', 'high', 'low']","['C', 'C', 'F', 'F', 'C', 'C', 'F', 'F', 'C', 'C', 'F', 'F', 'C', 'F', 'C', 'F']","['W', 'E', 'E', 'W', 'E', 'W', 'W', 'E', 'W', 'E', 'E', 'W', 'W', 'E', 'E', 'W']","['low', 'high', 'low', 'high']",193,"['W_C', 'E_C', 'E_F', 'W_F', 'E_C', 'W_C', 'W_F', 'E_F', 'W_C', 'E_C', 'E_F', 'W_F', 'W_C', 'E_F', 'E_C', 'W_F']",1,7.0,7.0,feet,stripes,C,E,W,F,No,,,No,,
196,"[6.0, 2.0, 1.0, 4.0, 4.0, 5.0, 4.0, 4.0, 5.0, 4.0, 4.0, 5.0, 3.0, 4.0, 5.0, 5.0]","[2.0, 1.0, 9.0, 4.0, 6.0, 3.0, 5.0, 4.0, 5.0, 5.0, 4.0, 2.0, 4.0, 7.0, 8.0, 6.0]","[4.0, 1.0, 8.0, 0.0, 2.0, 2.0, 1.0, 0.0, 0.0, 1.0, 0.0, 3.0, 1.0, 3.0, 3.0, 1.0]",['I enjoyed the experiment but I did not notice any differences in the reptiles because they were subtle.'],441.1854,"['E_C', 'W_C', 'W_F', 'E_F']","[2.0, 7.0, 4.0, 5.0]","['low', 'low', 'high', 'high', 'high', 'low', 'low', 'high', 'high', 'high', 'low', 'low', 'low', 'low', 'high', 'high']","['F', 'C', 'C', 'F', 'F', 'C', 'F', 'C', 'F', 'C', 'C', 'F', 'F', 'C', 'C', 'F']","['W', 'W', 'E', 'E', 'E', 'W', 'W', 'E', 'E', 'E', 'W', 'W', 'W', 'W', 'E', 'E']","['high', 'low', 'low', 'high']",196,"['W_F', 'W_C', 'E_C', 'E_F', 'E_F', 'W_C', 'W_F', 'E_C', 'E_F', 'E_C', 'W_C', 'W_F', 'W_F', 'W_C', 'E_C', 'E_F']",1,2.0,2.0,stripes,feet,C,W,E,F,No,,,No,,
199,"[3.0, 4.0, 6.0, 4.0, 9.0, 5.0, 9.0, 4.0, 9.0, 4.0, 2.0, 8.0, 7.0, 6.0, 3.0, 9.0]","[4.0, 9.0, 4.0, 10.0, 3.0, 5.0, 7.0, 9.0, 8.0, 2.0, 4.0, 8.0, 2.0, 2.0, 8.0, 7.0]","[1.0, 5.0, 2.0, 6.0, 6.0, 0.0, 2.0, 5.0, 1.0, 2.0, 2.0, 0.0, 5.0, 4.0, 5.0, 2.0]",[],569.0618,"['E_F', 'W_C', 'E_C', 'W_F']","[7.0, 7.0, 3.0, 9.0]","['low', 'high', 'low', 'high', 'low', 'low', 'high', 'high', 'high', 'low', 'low', 'high', 'low', 'low', 'high', 'high']","['C', 'F', 'C', 'F', 'C', 'C', 'F', 'F', 'F', 'C', 'C', 'F', 'C', 'C', 'F', 'F']","['E', 'E', 'W', 'W', 'E', 'W', 'E', 'W', 'W', 'E', 'W', 'E', 'W', 'E', 'E', 'W']","['high', 'low', 'low', 'high']",199,"['E_C', 'E_F', 'W_C', 'W_F', 'E_C', 'W_C', 'E_F', 'W_F', 'W_F', 'E_C', 'W_C', 'E_F', 'W_C', 'E_C', 'E_F', 'W_F']",1,7.0,7.0,feet,stripes,F,E,W,C,No,,,Yes,Up/Left,4.0
177,"[5.0, 4.0, 7.0, 2.0, 6.0, 3.0, 8.0, 3.0, 4.0, 5.0, 3.0, 9.0, 2.0, 8.0, 7.0, 2.0]","[2.0, 7.0, 3.0, 4.0, 9.0, 4.0, 2.0, 4.0, 4.0, 7.0, 9.0, 1.0, 3.0, 9.0, 9.0, 5.0]","[3.0, 3.0, 4.0, 2.0, 3.0, 1.0, 6.0, 1.0, 0.0, 2.0, 6.0, 8.0, 1.0, 1.0, 2.0, 3.0]","['n/a, thank you for the opportunity to participate']",355.0373,"['W_C', 'E_C', 'W_F', 'E_F']","[9.0, 7.0, 3.0, 5.0]","['low', 'high', 'low', 'high', 'high', 'high', 'low', 'low', 'low', 'high', 'high', 'low', 'low', 'high', 'high', 'low']","['F', 'C', 'F', 'C', 'C', 'C', 'F', 'F', 'F', 'C', 'C', 'F', 'F', 'C', 'C', 'F']","['E', 'W', 'W', 'E', 'W', 'E', 'W', 'E', 'E', 'E', 'W', 'W', 'W', 'W', 'E', 'E']","['high', 'high', 'low', 'low']",177,"['E_F', 'W_C', 'W_F', 'E_C', 'W_C', 'E_C', 'W_F', 'E_F', 'E_F', 'E_C', 'W_C', 'W_F', 'W_F', 'W_C', 'E_C', 'E_F']",1,6.0,3.0,feet,stripes,C,E,W,F,Yes, Curved/Pointy,6.0,Yes,Up/Left,3.0
048,"[2.0, 8.0, 5.0, 6.0, 7.0, 6.0, 8.0, 8.0, 6.0, 4.0, 7.0, 6.0, 6.0, 8.0, 5.0, 8.0]","[8.0, 3.0, 6.0, 8.0, 5.0, 4.0, 4.0, 6.0, 10.0, 7.0, 1.0, 2.0, 4.0, 8.0, 1.0, 9.0]","[6.0, 5.0, 1.0, 2.0, 2.0, 2.0, 4.0, 2.0, 4.0, 3.0, 6.0, 4.0, 2.0, 0.0, 4.0, 1.0]","['This was quite an interesting task - it definitely encouraged me to think and midwy through I thought I should be taking notes - but was not sure if this would be antitheticl to the idea of the study! *midway, *antithetical']",481.8877,"['W_F', 'E_C', 'E_F', 'W_C']","[2.0, 8.0, 7.0, 2.0]","['high', 'low', 'low', 'high', 'high', 'low', 'low', 'high', 'high', 'high', 'low', 'low', 'low', 'high', 'low', 'high']","['F', 'F', 'C', 'C', 'F', 'F', 'C', 'C', 'F', 'C', 'F', 'C', 'C', 'C', 'F', 'F']","['E', 'W', 'W', 'E', 'E', 'W', 'W', 'E', 'E', 'E', 'W', 'W', 'W', 'E', 'W', 'E']","['low', 'high', 'high', 'low']",48,"['E_F', 'W_F', 'W_C', 'E_C', 'E_F', 'W_F', 'W_C', 'E_C', 'E_F', 'E_C', 'W_F', 'W_C', 'W_C', 'E_C', 'W_F', 'E_F']",1,7.0,2.0,stripes,feet,C,W,E,F,No,,,Yes, Up/Right,6.0
148,"[5.0, 1.0, 5.0, 5.0, 3.0, 9.0, 3.0, 7.0, 7.0, 4.0, 7.0, 6.0, 5.0, 7.0, 6.0, 4.0]","[1.0, 6.0, 3.0, 5.0, 5.0, 10.0, 3.0, 4.0, 6.0, 10.0, 3.0, 3.0, 8.0, 1.0, 5.0, 6.0]","[4.0, 5.0, 2.0, 0.0, 2.0, 1.0, 0.0, 3.0, 1.0, 6.0, 4.0, 3.0, 3.0, 6.0, 1.0, 2.0]",[],450.726,"['E_F', 'W_F', 'W_C', 'E_C']","[8.0, 6.0, 5.0, 3.0]","['low', 'high', 'low', 'high', 'high', 'high', 'low', 'low', 'high', 'high', 'low', 'low', 'high', 'low', 'low', 'high']","['F', 'C', 'C', 'F', 'C', 'F', 'C', 'F', 'F', 'C', 'F', 'C', 'C', 'F', 'C', 'F']","['W', 'E', 'W', 'E', 'E', 'E', 'W', 'W', 'E', 'E', 'W', 'W', 'E', 'W', 'W', 'E']","['high', 'low', 'low', 'high']",148,"['W_F', 'E_C', 'W_C', 'E_F', 'E_C', 'E_F', 'W_C', 'W_F', 'E_F', 'E_C', 'W_F', 'W_C', 'E_C', 'W_F', 'W_C', 'E_F']",1,6.0,6.0,stripes,feet,C,W,E,F,Yes,Webbed,5.0,No,,
204,"[5.0, 9.0, 3.0, 3.0, 3.0, 4.0, 9.0, 8.0, 6.0, 7.0, 9.0, 9.0, 10.0, 8.0, 8.0, 5.0]","[9.0, 3.0, 3.0, 3.0, 4.0, 8.0, 9.0, 3.0, 6.0, 10.0, 10.0, 2.0, 7.0, 10.0, 2.0, 5.0]","[4.0, 6.0, 0.0, 0.0, 1.0, 4.0, 0.0, 5.0, 0.0, 3.0, 1.0, 7.0, 3.0, 2.0, 6.0, 0.0]",[],584.5342,"['W_C', 'E_F', 'E_C', 'W_F']","[5.0, 9.0, 3.0, 7.0]","['high', 'low', 'high', 'low', 'low', 'low', 'high', 'high', 'low', 'high', 'high', 'low', 'high', 'high', 'low', 'low']","['C', 'C', 'F', 'F', 'F', 'C', 'C', 'F', 'C', 'C', 'F', 'F', 'F', 'C', 'C', 'F']","['E', 'W', 'E', 'W', 'W', 'W', 'E', 'E', 'W', 'E', 'E', 'W', 'E', 'E', 'W', 'W']","['low', 'high', 'high', 'low']",204,"['E_C', 'W_C', 'E_F', 'W_F', 'W_F', 'W_C', 'E_C', 'E_F', 'W_C', 'E_C', 'E_F', 'W_F', 'E_F', 'E_C', 'W_C', 'W_F']",1,7.0,7.0,stripes,feet,C,W,E,F,No,,,Yes, Up/Right,6.0
165,"[7.0, 8.0, 6.0, 3.0, 8.0, 4.0, 10.0, 6.0, 3.0, 6.0, 8.0, 6.0, 4.0, 4.0, 2.0, 8.0]","[8.0, 4.0, 2.0, 10.0, 4.0, 10.0, 5.0, 3.0, 7.0, 8.0, 1.0, 4.0, 8.0, 4.0, 2.0, 8.0]","[1.0, 4.0, 4.0, 7.0, 4.0, 6.0, 5.0, 3.0, 4.0, 2.0, 7.0, 2.0, 4.0, 0.0, 0.0, 0.0]",['Everything went smoothly. I think the fact that I was unable to find a discernible pattern had more impact than anything else. I also failed to notice the webbed feet and only focused on the pattern.\xa0'],300.8326,"['W_C', 'E_F', 'E_C', 'W_F']","[6.0, 5.0, 5.0, 6.0]","['high', 'low', 'low', 'high', 'high', 'high', 'low', 'low', 'high', 'high', 'low', 'low', 'high', 'low', 'low', 'high']","['C', 'F', 'F', 'C', 'C', 'C', 'F', 'F', 'C', 'C', 'F', 'F', 'C', 'F', 'F', 'C']","['E', 'E', 'W', 'W', 'E', 'W', 'W', 'E', 'E', 'W', 'W', 'E', 'E', 'E', 'W', 'W']","['high', 'low', 'high', 'low']",165,"['E_C', 'E_F', 'W_F', 'W_C', 'E_C', 'W_C', 'W_F', 'E_F', 'E_C', 'W_C', 'W_F', 'E_F', 'E_C', 'E_F', 'W_F', 'W_C']",1,5.0,2.0,feet,stripes,C,E,W,F,No,,,No,,
