participant,training_responses,food_amount,error,feedback,trial_stop_time,testing_image_order,testing_responses,training_categories,training_tail,training_shape,training_color,testing_categories,conditionOrder,training_image_order,attention_check,relevant_dim_1,relevant_dim_2,irrelevant_dim,color_high,color_low,shape_high,shape_low,tail_high,tail_low,shape_discrete_slider.response,shape_direction_slider.response,shape_continuous_slider.response,color_discrete_slider.response,color_direction_slider.response,color_continuous_slider.response,tail_discrete_slider.response,tail_direction_slider.response,tail_continuous_slider.response
004,"[8.0, 6.0, 6.0, 7.0, 6.0, 7.0, 4.0, 6.0, 7.0, 9.0, 6.0, 6.0, 4.0, 5.0, 5.0, 6.0, 4.0, 6.0, 9.0, 7.0, 4.0, 4.0, 6.0, 5.0]","[4.0, 5.0, 4.0, 7.0, 6.0, 4.0, 6.0, 9.0, 2.0, 5.0, 7.0, 5.0, 3.0, 2.0, 6.0, 6.0, 3.0, 4.0, 8.0, 4.0, 2.0, 2.0, 5.0, 4.0]","[4.0, 1.0, 2.0, 0.0, 0.0, 3.0, 2.0, 3.0, 5.0, 4.0, 1.0, 1.0, 1.0, 3.0, 1.0, 0.0, 1.0, 2.0, 1.0, 3.0, 2.0, 2.0, 1.0, 1.0]",[],804.906,"['T_B_C', 'T_Y_S', 'N_Y_S', 'N_B_C', 'N_B_S', 'T_B_S', 'N_Y_C', 'T_Y_C']","[9.0, 4.0, 5.0, 6.0, 5.0, 6.0, 5.0, 7.0]","['low', 'medium', 'medium', 'medium', 'medium', 'low', 'high', 'high', 'low', 'high', 'high', 'medium', 'medium', 'low', 'medium', 'medium', 'medium', 'high', 'high', 'medium', 'low', 'low', 'medium', 'medium']","['I2', 'I2', 'I2', 'I1', 'I1', 'I1', 'I2', 'I1', 'I1', 'I1', 'I2', 'I1', 'I2', 'I2', 'I2', 'I1', 'I2', 'I2', 'I1', 'I1', 'I1', 'I2', 'I1', 'I2']","['L1', 'H1', 'L1', 'H1', 'L1', 'L1', 'H1', 'H1', 'L1', 'H1', 'H1', 'H1', 'L1', 'L1', 'H1', 'L1', 'L1', 'H1', 'H1', 'H1', 'L1', 'L1', 'L1', 'H1']","['L2', 'L2', 'H2', 'L2', 'H2', 'L2', 'H2', 'H2', 'L2', 'H2', 'H2', 'L2', 'H2', 'L2', 'L2', 'H2', 'H2', 'H2', 'H2', 'L2', 'L2', 'L2', 'H2', 'L2']","['high', 'low', 'low', 'high', 'medium', 'medium', 'medium', 'medium']",4,"['N_Y_S', 'N_Y_C', 'N_B_S', 'T_Y_C', 'T_B_S', 'T_Y_S', 'N_B_C', 'T_B_C', 'T_Y_S', 'T_B_C', 'N_B_C', 'T_Y_C', 'N_B_S', 'N_Y_S', 'N_Y_C', 'T_B_S', 'N_B_S', 'N_B_C', 'T_B_C', 'T_Y_C', 'T_Y_S', 'N_Y_S', 'T_B_S', 'N_Y_C']",1,shape,color,tail,B,Y,C,S,T,N,Yes, Circular,2.0,No,,,Yes,Curly,4.0
027,"[3.0, 6.0, 6.0, 5.0, 6.0, 4.0, 5.0, 6.0, 4.0, 5.0, 5.0, 6.0, 5.0, 4.0, 5.0, 6.0, 5.0, 4.0, 4.0, 6.0, 3.0, 4.0, 6.0, 6.0]","[6.0, 7.0, 5.0, 3.0, 4.0, 5.0, 5.0, 3.0, 5.0, 6.0, 2.0, 6.0, 6.0, 5.0, 4.0, 9.0, 4.0, 3.0, 5.0, 6.0, 7.0, 6.0, 3.0, 6.0]","[3.0, 1.0, 1.0, 2.0, 2.0, 1.0, 0.0, 3.0, 1.0, 1.0, 3.0, 0.0, 1.0, 1.0, 1.0, 3.0, 1.0, 1.0, 1.0, 0.0, 4.0, 2.0, 3.0, 0.0]",['I had a lot of trouble trying to establish patterns between food consumption and body traits. I did ky best!'],373.07,"['T_Y_S', 'T_B_S', 'N_B_S', 'T_Y_C', 'T_B_C', 'N_Y_C', 'N_Y_S', 'N_B_C']","[6.0, 7.0, 3.0, 4.0, 3.0, 8.0, 4.0, 6.0]","['medium', 'high', 'medium', 'low', 'medium', 'medium', 'high', 'low', 'medium', 'high', 'low', 'medium', 'medium', 'medium', 'low', 'high', 'medium', 'medium', 'low', 'medium', 'high', 'high', 'low', 'medium']","['H2', 'H2', 'H2', 'L2', 'L2', 'L2', 'H2', 'L2', 'L2', 'H2', 'L2', 'L2', 'H2', 'H2', 'L2', 'H2', 'H2', 'L2', 'L2', 'L2', 'H2', 'H2', 'L2', 'H2']","['L1', 'H1', 'L1', 'L1', 'H1', 'H1', 'H1', 'L1', 'H1', 'H1', 'L1', 'H1', 'L1', 'L1', 'L1', 'H1', 'L1', 'H1', 'L1', 'H1', 'H1', 'H1', 'L1', 'L1']","['I2', 'I1', 'I1', 'I1', 'I1', 'I2', 'I2', 'I2', 'I2', 'I1', 'I2', 'I1', 'I1', 'I2', 'I1', 'I2', 'I1', 'I1', 'I1', 'I2', 'I2', 'I1', 'I2', 'I2']","['low', 'low', 'medium', 'medium', 'medium', 'high', 'medium', 'high']",27,"['N_Y_S', 'N_B_C', 'N_B_S', 'T_B_S', 'T_B_C', 'T_Y_C', 'N_Y_C', 'T_Y_S', 'T_Y_C', 'N_B_C', 'T_Y_S', 'T_B_C', 'N_B_S', 'N_Y_S', 'T_B_S', 'N_Y_C', 'N_B_S', 'T_B_C', 'T_B_S', 'T_Y_C', 'N_Y_C', 'N_B_C', 'T_Y_S', 'N_Y_S']",1,shape,tail,color,Y,B,C,S,N,T,Yes,Square,3.0,Yes, Yellow,4.0,Yes, Straight,2.0
102,"[5.0, 6.0, 6.0, 2.0, 6.0, 6.0, 8.0, 6.0, 6.0, 7.0, 7.0, 4.0, 6.0, 6.0, 4.0, 7.0, 7.0, 4.0, 6.0, 4.0, 6.0, 4.0, 7.0, 6.0]","[6.0, 2.0, 6.0, 6.0, 5.0, 8.0, 7.0, 4.0, 7.0, 4.0, 6.0, 6.0, 6.0, 4.0, 7.0, 4.0, 6.0, 9.0, 3.0, 1.0, 7.0, 6.0, 5.0, 6.0]","[1.0, 4.0, 0.0, 4.0, 1.0, 2.0, 1.0, 2.0, 1.0, 3.0, 1.0, 2.0, 0.0, 2.0, 3.0, 3.0, 1.0, 5.0, 3.0, 3.0, 1.0, 2.0, 2.0, 0.0]",[],374.5629,"['N_B_S', 'T_B_C', 'N_B_C', 'T_Y_C', 'N_Y_S', 'N_Y_C', 'T_B_S', 'T_Y_S']","[5.0, 6.0, 7.0, 5.0, 4.0, 5.0, 7.0, 4.0]","['high', 'low', 'medium', 'low', 'medium', 'high', 'medium', 'medium', 'high', 'low', 'medium', 'medium', 'high', 'medium', 'medium', 'low', 'medium', 'medium', 'low', 'low', 'high', 'medium', 'medium', 'high']","['H1', 'L1', 'L1', 'L1', 'H1', 'H1', 'L1', 'H1', 'H1', 'L1', 'L1', 'H1', 'H1', 'H1', 'L1', 'L1', 'L1', 'H1', 'L1', 'L1', 'H1', 'L1', 'H1', 'H1']","['I2', 'I1', 'I1', 'I2', 'I2', 'I1', 'I2', 'I1', 'I1', 'I2', 'I2', 'I2', 'I2', 'I1', 'I1', 'I1', 'I1', 'I1', 'I1', 'I2', 'I2', 'I2', 'I2', 'I1']","['H2', 'L2', 'H2', 'L2', 'L2', 'H2', 'H2', 'L2', 'H2', 'L2', 'H2', 'L2', 'H2', 'L2', 'H2', 'L2', 'H2', 'L2', 'L2', 'L2', 'H2', 'H2', 'L2', 'H2']","['medium', 'high', 'medium', 'medium', 'low', 'low', 'high', 'medium']",102,"['T_B_C', 'N_Y_S', 'N_B_S', 'N_Y_C', 'T_Y_C', 'T_B_S', 'N_B_C', 'T_Y_S', 'T_B_S', 'N_Y_C', 'N_B_C', 'T_Y_C', 'T_B_C', 'T_Y_S', 'N_B_S', 'N_Y_S', 'N_B_S', 'T_Y_S', 'N_Y_S', 'N_Y_C', 'T_B_C', 'N_B_C', 'T_Y_C', 'T_B_S']",1,tail,color,shape,B,Y,S,C,T,N,Yes, Circular,4.0,No,,,Yes,Curly,5.0
009,"[5.0, 4.0, 7.0, 4.0, 7.0, 5.0, 4.0, 2.0, 2.0, 7.0, 4.0, 5.0, 4.0, 2.0, 1.0, 4.0, 4.0, 2.0, 3.0, 8.0, 6.0, 8.0, 2.0, 4.0]","[4.0, 7.0, 5.0, 4.0, 4.0, 4.0, 2.0, 2.0, 4.0, 8.0, 4.0, 6.0, 8.0, 2.0, 3.0, 4.0, 6.0, 2.0, 5.0, 6.0, 8.0, 4.0, 3.0, 7.0]","[1.0, 3.0, 2.0, 0.0, 3.0, 1.0, 2.0, 0.0, 2.0, 1.0, 0.0, 1.0, 4.0, 0.0, 2.0, 0.0, 2.0, 0.0, 2.0, 2.0, 2.0, 4.0, 1.0, 3.0]",['none'],735.9572,"['N_B_S', 'T_B_S', 'T_Y_S', 'N_B_C', 'N_Y_S', 'N_Y_C', 'T_Y_C', 'T_B_C']","[2.0, 4.0, 6.0, 3.0, 4.0, 4.0, 8.0, 6.0]","['medium', 'high', 'high', 'medium', 'medium', 'medium', 'low', 'low', 'low', 'high', 'medium', 'high', 'medium', 'low', 'medium', 'medium', 'medium', 'low', 'medium', 'high', 'high', 'medium', 'low', 'medium']","['L2', 'H2', 'H2', 'L2', 'H2', 'H2', 'L2', 'L2', 'L2', 'H2', 'L2', 'H2', 'H2', 'L2', 'L2', 'H2', 'H2', 'L2', 'L2', 'H2', 'H2', 'H2', 'L2', 'L2']","['I1', 'I2', 'I1', 'I2', 'I2', 'I1', 'I1', 'I2', 'I2', 'I2', 'I1', 'I1', 'I1', 'I1', 'I2', 'I2', 'I2', 'I1', 'I1', 'I1', 'I2', 'I1', 'I2', 'I2']","['H1', 'H1', 'H1', 'H1', 'L1', 'L1', 'L1', 'L1', 'L1', 'H1', 'H1', 'H1', 'L1', 'L1', 'H1', 'L1', 'L1', 'L1', 'H1', 'H1', 'H1', 'L1', 'L1', 'H1']","['low', 'medium', 'high', 'low', 'medium', 'medium', 'high', 'medium']",9,"['N_Y_S', 'T_Y_C', 'T_Y_S', 'N_Y_C', 'T_B_C', 'T_B_S', 'N_B_S', 'N_B_C', 'N_B_C', 'T_Y_C', 'N_Y_S', 'T_Y_S', 'T_B_S', 'N_B_S', 'N_Y_C', 'T_B_C', 'T_B_C', 'N_B_S', 'N_Y_S', 'T_Y_S', 'T_Y_C', 'T_B_S', 'N_B_C', 'N_Y_C']",1,color,tail,shape,Y,B,C,S,T,N,Yes, Circular,3.0,Yes, Yellow,2.0,Yes,Curly,2.0
045,"[6.0, 7.0, 6.0, 4.0, 4.0, 4.0, 4.0, 7.0, 5.0, 6.0, 4.0, 4.0, 8.0, 5.0, 6.0, 4.0, 5.0, 3.0, 4.0, 5.0, 8.0, 5.0, 3.0, 5.0]","[8.0, 2.0, 5.0, 6.0, 7.0, 7.0, 5.0, 7.0, 5.0, 6.0, 2.0, 3.0, 5.0, 4.0, 6.0, 6.0, 6.0, 3.0, 6.0, 6.0, 8.0, 5.0, 2.0, 6.0]","[2.0, 5.0, 1.0, 2.0, 3.0, 3.0, 1.0, 0.0, 0.0, 0.0, 2.0, 1.0, 3.0, 1.0, 0.0, 2.0, 1.0, 0.0, 2.0, 1.0, 0.0, 0.0, 1.0, 1.0]",[],500.602,"['N_B_C', 'N_Y_S', 'N_Y_C', 'T_Y_C', 'N_B_S', 'T_B_S', 'T_B_C', 'T_Y_S']","[4.0, 4.0, 5.0, 8.0, 2.0, 4.0, 6.0, 5.0]","['high', 'low', 'medium', 'medium', 'medium', 'medium', 'low', 'high', 'medium', 'medium', 'low', 'low', 'high', 'medium', 'high', 'medium', 'high', 'low', 'medium', 'medium', 'high', 'medium', 'low', 'medium']","['H2', 'L2', 'L2', 'H2', 'H2', 'L2', 'L2', 'H2', 'L2', 'H2', 'L2', 'L2', 'H2', 'H2', 'H2', 'L2', 'H2', 'L2', 'L2', 'L2', 'H2', 'H2', 'L2', 'H2']","['I2', 'I2', 'I2', 'I1', 'I2', 'I1', 'I1', 'I1', 'I2', 'I1', 'I2', 'I1', 'I2', 'I2', 'I1', 'I1', 'I1', 'I2', 'I1', 'I2', 'I2', 'I1', 'I1', 'I2']","['H1', 'L1', 'H1', 'L1', 'L1', 'H1', 'L1', 'H1', 'H1', 'L1', 'L1', 'L1', 'H1', 'L1', 'H1', 'H1', 'H1', 'L1', 'H1', 'H1', 'H1', 'L1', 'L1', 'L1']","['low', 'medium', 'medium', 'high', 'low', 'medium', 'medium', 'high']",45,"['T_Y_C', 'N_B_C', 'N_Y_C', 'T_B_S', 'T_B_C', 'N_Y_S', 'N_B_S', 'T_Y_S', 'N_Y_C', 'T_B_S', 'N_B_C', 'N_B_S', 'T_Y_C', 'T_B_C', 'T_Y_S', 'N_Y_S', 'T_Y_S', 'N_B_C', 'N_Y_S', 'N_Y_C', 'T_Y_C', 'T_B_S', 'N_B_S', 'T_B_C']",1,color,tail,shape,Y,B,S,C,T,N,Yes, Circular,5.0,Yes, Yellow,6.0,Yes,Curly,5.0
021,"[5.0, 5.0, 6.0, 9.0, 6.0, 8.0, 8.0, 7.0, 4.0, 8.0, 8.0, 7.0, 4.0, 8.0, 7.0, 8.0, 8.0, 6.0, 6.0, 4.0, 6.0, 6.0, 5.0, 7.0]","[5.0, 4.0, 8.0, 4.0, 8.0, 3.0, 4.0, 7.0, 7.0, 3.0, 3.0, 6.0, 5.0, 4.0, 7.0, 3.0, 2.0, 5.0, 6.0, 5.0, 2.0, 8.0, 2.0, 9.0]","[0.0, 1.0, 2.0, 5.0, 2.0, 5.0, 4.0, 0.0, 3.0, 5.0, 5.0, 1.0, 1.0, 4.0, 0.0, 5.0, 6.0, 1.0, 0.0, 1.0, 4.0, 2.0, 3.0, 2.0]",['Thank you for allowing me to participate in your study.\xa0'],938.348,"['T_B_S', 'T_Y_C', 'N_B_S', 'N_Y_C', 'T_B_C', 'N_B_C', 'N_Y_S', 'T_Y_S']","[7.0, 8.0, 4.0, 4.0, 5.0, 7.0, 5.0, 6.0]","['low', 'medium', 'high', 'medium', 'medium', 'low', 'high', 'medium', 'high', 'low', 'medium', 'high', 'low', 'medium', 'medium', 'medium', 'medium', 'low', 'medium', 'medium', 'low', 'high', 'medium', 'high']","['L1', 'H1', 'H1', 'L1', 'H1', 'L1', 'H1', 'L1', 'H1', 'L1', 'L1', 'H1', 'L1', 'H1', 'H1', 'L1', 'H1', 'L1', 'H1', 'L1', 'L1', 'H1', 'L1', 'H1']","['L2', 'L2', 'H2', 'H2', 'L2', 'L2', 'H2', 'H2', 'H2', 'L2', 'H2', 'H2', 'L2', 'L2', 'L2', 'H2', 'L2', 'L2', 'L2', 'H2', 'L2', 'H2', 'H2', 'H2']","['I1', 'I2', 'I1', 'I2', 'I1', 'I2', 'I2', 'I1', 'I2', 'I2', 'I2', 'I1', 'I1', 'I1', 'I2', 'I1', 'I2', 'I2', 'I1', 'I2', 'I1', 'I1', 'I1', 'I2']","['high', 'medium', 'medium', 'low', 'medium', 'low', 'medium', 'high']",21,"['N_Y_C', 'T_B_C', 'T_Y_S', 'N_B_S', 'T_Y_C', 'N_B_C', 'T_B_S', 'N_Y_S', 'T_B_S', 'N_B_C', 'N_B_S', 'T_Y_S', 'N_Y_C', 'T_Y_C', 'T_B_C', 'N_Y_S', 'T_B_C', 'N_B_C', 'T_Y_C', 'N_B_S', 'N_Y_C', 'T_Y_S', 'N_Y_S', 'T_B_S']",1,tail,shape,color,Y,B,S,C,T,N,No,,,No,,,No,,
068,"[5.0, 5.0, 5.0, 4.0, 6.0, 4.0, 5.0, 4.0, 4.0, 7.0, 5.0, 8.0, 6.0, 7.0, 4.0, 8.0, 4.0, 7.0, 8.0, 4.0, 5.0, 6.0, 4.0, 4.0]","[6.0, 4.0, 4.0, 3.0, 4.0, 5.0, 5.0, 8.0, 5.0, 5.0, 5.0, 8.0, 4.0, 4.0, 4.0, 5.0, 2.0, 5.0, 8.0, 4.0, 6.0, 8.0, 4.0, 6.0]","[1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 0.0, 4.0, 1.0, 2.0, 0.0, 0.0, 2.0, 3.0, 0.0, 3.0, 2.0, 2.0, 0.0, 0.0, 1.0, 2.0, 0.0, 2.0]",[],338.73,"['T_B_C', 'T_Y_S', 'T_B_S', 'N_Y_C', 'T_Y_C', 'N_Y_S', 'N_B_S', 'N_B_C']","[5.0, 6.0, 10.0, 4.0, 5.0, 4.0, 4.0, 4.0]","['medium', 'medium', 'medium', 'low', 'low', 'high', 'medium', 'high', 'medium', 'medium', 'low', 'high', 'medium', 'medium', 'low', 'high', 'low', 'medium', 'high', 'medium', 'medium', 'high', 'low', 'medium']","['H1', 'L1', 'H1', 'L1', 'L1', 'H1', 'L1', 'H1', 'L1', 'H1', 'L1', 'H1', 'L1', 'H1', 'L1', 'H1', 'L1', 'H1', 'H1', 'L1', 'H1', 'H1', 'L1', 'L1']","['I1', 'I2', 'I2', 'I2', 'I1', 'I1', 'I1', 'I2', 'I1', 'I2', 'I1', 'I2', 'I2', 'I1', 'I2', 'I1', 'I2', 'I2', 'I2', 'I2', 'I1', 'I1', 'I1', 'I1']","['L2', 'H2', 'L2', 'L2', 'L2', 'H2', 'H2', 'H2', 'H2', 'L2', 'L2', 'H2', 'H2', 'L2', 'L2', 'H2', 'L2', 'L2', 'H2', 'H2', 'L2', 'H2', 'L2', 'H2']","['high', 'medium', 'high', 'low', 'medium', 'low', 'medium', 'medium']",68,"['T_Y_C', 'N_B_S', 'T_Y_S', 'N_Y_S', 'N_Y_C', 'T_B_C', 'N_B_C', 'T_B_S', 'N_B_C', 'T_Y_S', 'N_Y_C', 'T_B_S', 'N_B_S', 'T_Y_C', 'N_Y_S', 'T_B_C', 'N_Y_S', 'T_Y_S', 'T_B_S', 'N_B_S', 'T_Y_C', 'T_B_C', 'N_Y_C', 'N_B_C']",1,tail,color,shape,B,Y,C,S,T,N,Yes,Square,4.0,Yes,Blue,4.0,Yes,Curly,5.0
150,"[4.0, 6.0, 4.0, 8.0, 2.0, 4.0, 3.0, 5.0, 4.0, 6.0, 3.0, 6.0, 3.0, 6.0, 3.0, 5.0, 3.0, 3.0, 4.0, 6.0, 3.0, 4.0, 6.0, 6.0]","[3.0, 5.0, 5.0, 4.0, 10.0, 6.0, 3.0, 3.0, 7.0, 3.0, 2.0, 6.0, 6.0, 6.0, 4.0, 6.0, 2.0, 6.0, 3.0, 1.0, 5.0, 2.0, 9.0, 7.0]","[1.0, 1.0, 1.0, 4.0, 8.0, 2.0, 0.0, 2.0, 3.0, 3.0, 1.0, 0.0, 3.0, 0.0, 1.0, 1.0, 1.0, 3.0, 1.0, 5.0, 2.0, 2.0, 3.0, 1.0]",[],450.456,"['T_Y_C', 'N_Y_S', 'T_B_S', 'N_Y_C', 'N_B_S', 'T_Y_S', 'T_B_C', 'N_B_C']","[9.0, 5.0, 3.0, 6.0, 3.0, 6.0, 7.0, 3.0]","['low', 'medium', 'medium', 'medium', 'high', 'high', 'low', 'medium', 'medium', 'low', 'low', 'medium', 'medium', 'high', 'medium', 'high', 'medium', 'medium', 'medium', 'low', 'medium', 'low', 'high', 'high']","['L1', 'H1', 'L1', 'L1', 'H1', 'H1', 'L1', 'H1', 'H1', 'L1', 'L1', 'L1', 'L1', 'H1', 'H1', 'H1', 'L1', 'H1', 'H1', 'L1', 'L1', 'L1', 'H1', 'H1']","['I1', 'I1', 'I1', 'I2', 'I1', 'I2', 'I2', 'I2', 'I1', 'I2', 'I1', 'I1', 'I2', 'I2', 'I2', 'I1', 'I2', 'I2', 'I1', 'I1', 'I1', 'I2', 'I2', 'I1']","['L2', 'L2', 'H2', 'H2', 'H2', 'H2', 'L2', 'L2', 'L2', 'L2', 'L2', 'H2', 'H2', 'H2', 'L2', 'H2', 'H2', 'L2', 'L2', 'L2', 'H2', 'L2', 'H2', 'H2']","['high', 'medium', 'medium', 'medium', 'low', 'high', 'medium', 'low']",150,"['N_B_S', 'T_B_S', 'N_Y_S', 'N_Y_C', 'T_Y_S', 'T_Y_C', 'N_B_C', 'T_B_C', 'T_B_S', 'N_B_C', 'N_B_S', 'N_Y_S', 'N_Y_C', 'T_Y_C', 'T_B_C', 'T_Y_S', 'N_Y_C', 'T_B_C', 'T_B_S', 'N_B_S', 'N_Y_S', 'N_B_C', 'T_Y_C', 'T_Y_S']",1,tail,color,shape,Y,B,S,C,T,N,Yes,Square,3.0,Yes, Yellow,6.0,Yes,Curly,5.0
124,"[6.0, 6.0, 4.0, 6.0, 2.0, 4.0, 1.0, 7.0, 4.0, 7.0, 7.0, 4.0, 4.0, 6.0, 4.0, 4.0, 7.0, 2.0, 4.0, 4.0, 2.0, 4.0, 4.0, 2.0]","[2.0, 7.0, 1.0, 3.0, 7.0, 6.0, 3.0, 7.0, 4.0, 2.0, 2.0, 4.0, 6.0, 7.0, 4.0, 8.0, 8.0, 3.0, 3.0, 8.0, 2.0, 4.0, 8.0, 5.0]","[4.0, 1.0, 3.0, 3.0, 5.0, 2.0, 2.0, 0.0, 0.0, 5.0, 5.0, 0.0, 2.0, 1.0, 0.0, 4.0, 1.0, 1.0, 1.0, 4.0, 0.0, 0.0, 4.0, 3.0]",[],437.9537,"['T_Y_S', 'T_B_S', 'N_B_C', 'T_B_C', 'N_B_S', 'T_Y_C', 'N_Y_C', 'N_Y_S']","[4.0, 2.0, 4.0, 3.0, 4.0, 6.0, 8.0, 6.0]","['medium', 'high', 'low', 'medium', 'medium', 'medium', 'low', 'high', 'medium', 'low', 'low', 'medium', 'medium', 'high', 'medium', 'high', 'high', 'low', 'medium', 'medium', 'low', 'medium', 'high', 'medium']","['H2', 'H2', 'L2', 'L2', 'H2', 'L2', 'L2', 'H2', 'L2', 'L2', 'L2', 'H2', 'H2', 'H2', 'L2', 'H2', 'H2', 'L2', 'L2', 'L2', 'L2', 'H2', 'H2', 'H2']","['I2', 'I1', 'I2', 'I2', 'I1', 'I1', 'I1', 'I2', 'I1', 'I2', 'I1', 'I2', 'I1', 'I2', 'I2', 'I1', 'I2', 'I2', 'I2', 'I1', 'I1', 'I2', 'I1', 'I1']","['L1', 'H1', 'L1', 'H1', 'L1', 'H1', 'L1', 'H1', 'H1', 'L1', 'L1', 'L1', 'L1', 'H1', 'H1', 'H1', 'H1', 'L1', 'H1', 'H1', 'L1', 'L1', 'H1', 'L1']","['medium', 'low', 'medium', 'low', 'medium', 'medium', 'high', 'high']",124,"['N_B_S', 'N_Y_C', 'T_B_S', 'T_Y_S', 'N_B_C', 'T_Y_C', 'T_B_C', 'N_Y_S', 'T_Y_C', 'T_B_S', 'T_B_C', 'N_B_S', 'N_B_C', 'N_Y_S', 'T_Y_S', 'N_Y_C', 'N_Y_S', 'T_B_S', 'T_Y_S', 'T_Y_C', 'T_B_C', 'N_B_S', 'N_Y_C', 'N_B_C']",1,color,tail,shape,Y,B,C,S,N,T,Yes, Circular,6.0,Yes, Yellow,4.0,Yes, Straight,5.0
007,"[3.0, 6.0, 8.0, 7.0, 6.0, 5.0, 6.0, 4.0, 4.0, 7.0, 5.0, 7.0, 5.0, 6.0, 5.0, 7.0, 5.0, 6.0, 6.0, 7.0, 7.0, 4.0, 4.0, 4.0]","[8.0, 6.0, 7.0, 4.0, 8.0, 6.0, 4.0, 3.0, 7.0, 4.0, 4.0, 7.0, 2.0, 8.0, 5.0, 5.0, 4.0, 6.0, 7.0, 7.0, 6.0, 5.0, 6.0, 3.0]","[5.0, 0.0, 1.0, 3.0, 2.0, 1.0, 2.0, 1.0, 3.0, 3.0, 1.0, 0.0, 3.0, 2.0, 0.0, 2.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 2.0, 1.0]",[],650.8751,"['N_B_C', 'T_Y_C', 'T_B_C', 'N_B_S', 'N_Y_S', 'N_Y_C', 'T_Y_S', 'T_B_S']","[5.0, 7.0, 5.0, 4.0, 6.0, 7.0, 7.0, 4.0]","['high', 'medium', 'medium', 'medium', 'high', 'medium', 'low', 'low', 'medium', 'medium', 'medium', 'medium', 'low', 'high', 'low', 'high', 'medium', 'medium', 'high', 'high', 'medium', 'low', 'medium', 'low']","['H1', 'L1', 'L1', 'H1', 'H1', 'H1', 'L1', 'L1', 'H1', 'L1', 'H1', 'L1', 'L1', 'H1', 'L1', 'H1', 'H1', 'L1', 'H1', 'H1', 'L1', 'L1', 'H1', 'L1']","['I1', 'I2', 'I1', 'I1', 'I2', 'I2', 'I2', 'I1', 'I1', 'I2', 'I2', 'I1', 'I2', 'I2', 'I1', 'I1', 'I1', 'I2', 'I2', 'I1', 'I1', 'I1', 'I2', 'I2']","['H2', 'H2', 'H2', 'L2', 'H2', 'L2', 'L2', 'L2', 'L2', 'H2', 'L2', 'H2', 'L2', 'H2', 'L2', 'H2', 'L2', 'H2', 'H2', 'H2', 'H2', 'L2', 'L2', 'L2']","['medium', 'medium', 'low', 'medium', 'high', 'high', 'medium', 'low']",7,"['N_Y_C', 'T_Y_S', 'T_Y_C', 'N_B_C', 'N_Y_S', 'N_B_S', 'T_B_S', 'T_B_C', 'N_B_C', 'T_Y_S', 'N_B_S', 'T_Y_C', 'T_B_S', 'N_Y_S', 'T_B_C', 'N_Y_C', 'N_B_C', 'T_Y_S', 'N_Y_S', 'N_Y_C', 'T_Y_C', 'T_B_C', 'N_B_S', 'T_B_S']",1,tail,color,shape,Y,B,C,S,N,T,No,,,Yes, Yellow,3.0,No,,
